CLIENT_CODE,AGE,MARITAL_STATUS,GENDER,INCOME,POSTCODE,LASTUPDATE
5035,C,M,M,60000,41250,2020-01-10
5054,D,M,M,50000,81100,2021-04-29
5078,E,M,F,48000,52000,2020-07-02
5087,D,M,M,250000,10470,2023-01-03
5089,B,M,M,48000,11500,2021-03-09
5090,C,D,F,500000,68100,2020-05-12
5093,C,D,F,36000,47400,2021-05-07
5097,B,M,F,108000,41200,2020-02-13
5116,B,S,F,84000,42000,2023-05-22
5138,C,M,F,60000,76300,2023-03-08
5144,D,M,F,36000,75000,2023-02-16
5152,B,S,F,120000,11500,2021-11-18
5160,C,M,M,250000,41400,2021-06-29
5165,D,M,F,48000,76300,2022-06-24
5182,D,M,M,48000,81100,2022-09-30
5184,E,M,F,48000,68100,2023-01-20
5189,B,S,F,100000,68100,2022-06-12
5212,C,M,F,84000,50450,2021-06-24
5218,C,M,M,36000,41400,2022-05-08
5236,D,M,F,36000,41200,2020-06-26
5240,D,M,F,48000,41200,2020-06-18
5245,C,S,M,100000,52000,2020-09-20
5253,C,M,M,60000,50450,2020-06-27
5260,B,S,M,36000,10470,2022-08-31
5265,C,M,M,60000,42000,2020-12-10
5277,E,S,M,50000,81100,2021-07-24
5294,C,S,F,120000,51200,2021-01-19
5295,B,S,M,60000,51200,2022-07-07
5299,B,M,F,84000,51200,2021-03-20
5310,D,M,F,250000,51200,2022-08-31
5321,B,M,M,60000,10470,2021-06-15
5324,C,M,M,36000,50450,2022-10-24
5325,D,M,M,36000,41250,2022-05-03
5328,E,M,M,500000,81100,2020-10-11
5331,D,M,F,84000,11500,2021-05-19
5332,C,M,F,36000,75000,2022-03-19
5335,D,M,M,500000,41400,2022-09-23
5340,B,S,F,60000,68100,2021-05-29
5357,B,M,M,250000,51200,2022-12-21
5362,D,M,F,500000,50450,2020-07-11
5368,C,M,F,250000,76300,2022-03-14
5378,D,M,M,60000,75000,2020-11-28
5392,D,S,M,108000,75000,2021-08-04
5403,D,M,F,60000,41250,2022-02-13
5409,C,M,M,50000,11500,2021-08-16
5410,C,M,M,500000,81100,2021-02-16
5414,C,S,F,48000,81100,2023-05-26
5421,D,M,M,84000,41200,2022-06-24
5422,C,M,M,48000,41400,2023-05-14
5455,B,S,F,500000,52000,2023-02-06
5464,C,S,F,100000,41400,2020-01-03
5473,C,M,M,72000,10470,2022-01-25
5476,D,S,M,60000,50450,2022-01-23
5479,E,M,F,48000,10470,2022-03-27
5481,C,S,F,48000,68100,2022-02-20
5497,B,S,M,60000,41400,2022-12-07
5501,C,M,F,48000,80300,2022-11-14
5520,D,M,M,60000,41250,2023-04-22
5541,D,S,M,48000,68100,2020-06-24
5543,C,M,F,60000,80300,2023-06-30
5544,C,M,F,48000,42000,2023-02-09
5571,C,M,M,36000,68100,2022-08-07
5631,C,M,F,250000,81100,2020-11-15
5645,C,M,F,250000,75000,2023-05-08
5649,D,M,M,48000,10470,2022-08-12
5662,D,M,F,100000,10470,2022-05-29
5664,C,S,F,60000,51200,2022-10-07
5670,D,M,M,48000,41400,2020-02-08
5672,B,S,M,48000,76300,2023-02-28
5684,C,M,M,84000,41250,2020-09-23
5698,E,M,M,60000,80300,2020-03-29
5702,D,M,F,60000,52000,2021-03-31
5713,B,M,F,48000,52000,2020-10-16
5718,D,S,M,48000,52000,2023-04-06
5723,C,M,F,60000,50450,2020-11-14
5732,B,S,F,60000,51200,2023-05-30
5738,C,M,F,36000,80300,2021-05-24
5776,C,S,M,108000,76300,2020-10-01
5781,D,M,M,60000,76300,2021-04-24
5789,C,M,F,36000,11500,2023-06-24
5798,D,M,M,108000,76300,2022-11-23
5807,C,M,M,108000,11500,2021-04-26
5817,C,M,F,108000,75000,2021-09-15
5841,E,M,M,72000,11500,2020-07-20
5845,B,M,F,250000,68100,2021-10-10
5848,D,M,F,48000,80300,2021-03-26
5854,C,M,M,250000,75000,2021-01-31
5855,C,S,M,48000,10470,2020-05-30
5862,B,S,F,108000,41250,2020-11-04
5866,C,M,F,48000,41250,2022-06-06
5867,E,M,M,36000,41250,2020-02-11
5869,C,M,M,100000,52000,2023-01-13
5884,B,S,M,250000,10470,2021-12-11
5890,C,M,F,500000,41400,2023-02-25
5891,E,W,F,250000,75000,2020-02-18
5893,D,M,F,36000,47400,2020-07-24
5899,C,M,M,48000,42000,2020-12-23
5899,C,M,M,108000,10470,2022-09-10
5908,C,M,M,50000,42000,2020-06-29
5924,C,M,F,48000,75000,2021-12-20
5928,C,S,F,60000,41250,2020-03-11
5942,C,M,M,48000,68100,2020-02-13
5956,E,S,F,48000,41250,2022-09-25
5964,C,M,F,36000,42000,2021-09-10
5969,C,S,F,48000,76300,2022-11-23
6010,C,M,F,100000,42000,2023-02-09
6034,C,M,F,120000,41200,2021-11-09
6034,C,M,F,48000,76300,2021-02-08
6038,C,M,M,108000,51200,2023-06-27
6044,C,M,F,108000,50450,2020-12-11
6045,B,M,F,250000,76300,2022-08-17
6051,B,S,M,60000,81100,2022-01-15
6055,E,M,M,108000,10470,2021-01-25
6062,D,S,F,500000,50450,2022-07-08
6067,C,M,M,84000,68100,2023-02-07
6070,B,M,M,120000,52000,2020-06-10
6100,D,M,M,60000,52000,2021-02-25
6107,C,M,F,50000,11500,2020-10-27
6107,C,M,F,50000,42000,2021-06-17
6109,C,M,F,500000,42000,2022-03-09
6110,D,D,M,250000,42000,2021-09-09
6121,B,S,M,50000,51200,2022-02-20
6123,D,M,F,108000,42000,2020-11-02
6134,C,M,M,120000,80300,2021-11-07
6137,C,M,F,60000,76300,2020-06-20
6138,C,M,M,108000,52000,2021-02-27
6140,C,M,M,50000,47400,2021-09-23
6144,B,S,M,100000,10470,2023-06-22
6152,D,M,F,500000,75000,2020-05-16
6159,D,M,M,60000,81100,2022-11-17
6167,E,M,M,48000,68100,2022-07-25
6169,C,M,M,36000,80300,2023-04-10
6177,C,S,F,48000,41400,2022-09-07
6180,B,S,F,100000,42000,2023-04-25
6185,E,M,F,36000,51200,2020-06-22
6207,C,S,M,60000,68100,2022-09-13
6208,D,M,F,100000,41200,2021-05-09
6212,C,M,F,36000,11500,2020-10-12
6221,D,M,M,48000,41250,2020-08-08
6227,C,S,F,48000,41400,2023-02-27
6228,D,M,F,250000,75000,2022-02-09
6229,D,M,M,36000,41250,2023-02-27
6231,C,M,M,48000,41200,2020-09-29
6245,C,M,M,72000,52000,2022-02-02
6253,B,M,F,50000,10470,2022-05-31
6254,D,M,F,36000,47400,2021-02-27
6260,B,S,M,50000,80300,2020-09-13
6262,B,S,M,60000,76300,2021-04-22
6274,B,S,F,120000,81100,2023-04-23
6279,C,W,F,48000,47400,2020-02-18
6288,B,D,F,60000,42000,2022-02-09
6293,E,M,M,250000,75000,2023-01-24
6294,C,M,F,50000,41250,2020-01-25
6299,C,M,F,108000,41250,2022-03-24
6300,E,M,F,60000,75000,2020-11-17
6301,B,S,F,100000,68100,2023-01-14
6303,C,M,M,60000,10470,2022-01-22
6303,C,M,M,84000,10470,2023-06-03
6316,B,S,M,72000,68100,2020-06-21
6317,C,D,F,100000,51200,2022-06-20
6331,D,M,F,108000,11500,2020-07-21
6336,B,S,F,250000,41200,2022-12-02
6338,B,S,F,84000,68100,2022-10-08
6341,D,M,M,72000,11500,2023-04-16
6346,B,S,M,500000,50450,2021-12-25
6353,B,S,F,60000,75000,2021-04-06
6361,C,M,F,72000,11500,2022-10-06
6362,D,M,M,48000,52000,2020-08-01
6369,B,S,F,36000,50450,2021-01-06
6376,C,S,M,500000,76300,2020-05-09
6383,C,M,M,48000,81100,2022-12-29
6384,E,M,F,48000,80300,2021-07-19
6386,D,S,M,60000,41200,2022-10-19
6392,E,M,F,60000,51200,2020-09-16
6426,C,M,F,60000,41400,2021-12-22
6431,D,M,F,500000,51200,2022-10-05
6432,C,M,M,120000,47400,2022-10-11
6440,C,S,F,48000,41250,2022-01-14
6450,D,M,F,108000,51200,2020-12-12
6463,E,D,F,36000,11500,2020-05-14
6491,E,M,F,48000,42000,2021-03-20
6494,B,S,M,72000,50450,2021-08-14
6502,B,S,F,48000,10470,2021-02-16
6507,C,M,F,84000,10470,2022-02-23
6523,E,M,M,48000,41400,2020-07-13
6539,C,M,F,36000,52000,2021-02-21
6540,D,M,M,84000,81100,2020-09-11
6540,D,M,M,60000,50450,2020-09-29
6552,B,M,M,50000,11500,2022-01-29
6556,C,M,M,48000,81100,2022-11-18
6557,E,S,M,250000,76300,2020-09-04
6558,D,M,F,500000,11500,2021-02-14
6559,C,S,F,72000,80300,2022-01-28
6561,C,M,M,48000,68100,2020-10-16
6573,D,M,M,84000,41400,2021-11-09
6592,B,M,M,72000,52000,2021-05-03
6599,D,S,M,72000,52000,2022-04-03
6622,C,D,F,100000,41400,2021-01-12
6626,B,S,F,250000,42000,2023-05-27
6630,E,M,M,500000,11500,2020-05-17
6635,C,M,M,500000,41250,2021-09-02
6642,D,M,F,36000,68100,2020-04-25
6644,D,S,M,48000,41200,2022-10-03
6655,C,S,M,48000,51200,2021-09-14
6663,D,S,F,36000,76300,2022-08-20
6670,C,M,F,48000,41400,2022-04-20
6678,E,S,F,36000,10470,2021-11-03
6687,C,M,F,100000,51200,2023-05-27
6696,C,M,F,48000,51200,2022-09-16
6709,C,S,M,48000,51200,2023-05-22
6714,D,M,F,500000,75000,2020-01-24
6718,D,M,F,36000,41200,2023-01-11
6722,B,S,M,84000,50450,2022-06-27
6739,C,M,M,250000,68100,2021-02-15
6749,D,M,F,250000,68100,2022-10-14
6766,E,M,F,48000,68100,2021-10-07
6770,D,M,F,48000,11500,2020-07-17
6774,C,R,F,500000,51200,2022-09-28
6787,D,M,M,50000,11500,2021-03-08
6805,C,M,M,500000,50450,2020-02-26
6814,D,M,M,100000,11500,2020-03-07
6827,D,M,M,72000,68100,2022-02-03
6838,B,S,F,60000,51200,2020-10-13
6842,C,M,M,84000,10470,2023-06-25
6843,C,M,F,100000,81100,2022-10-24
6845,D,S,M,500000,51200,2021-07-17
6850,B,S,F,48000,75000,2023-03-30
6857,B,S,M,36000,10470,2020-05-09
6868,C,S,M,108000,75000,2022-10-15
6877,D,S,M,100000,10470,2022-02-08
6888,B,S,F,50000,41200,2022-03-06
6894,B,S,M,50000,47400,2023-01-25
6900,B,S,F,60000,68100,2022-12-26
6918,B,S,F,108000,76300,2023-02-01
6935,C,M,M,48000,51200,2022-05-09
6942,C,M,F,48000,41200,2021-06-29
6957,C,M,F,500000,52000,2023-01-24
6966,D,M,M,72000,76300,2022-11-24
6967,D,M,M,60000,41200,2021-05-12
6972,D,M,F,108000,80300,2022-06-03
6992,D,M,M,50000,81100,2021-07-27
7001,C,S,M,84000,51200,2023-01-04
7013,D,M,M,48000,11500,2023-01-30
7017,D,M,M,72000,42000,2023-02-11
7023,C,M,F,108000,76300,2021-08-20
7033,E,M,F,120000,11500,2022-08-17
7047,B,S,M,84000,52000,2020-06-16
7051,B,M,F,72000,10470,2023-04-12
7063,D,S,F,50000,52000,2021-03-27
7065,C,M,F,60000,76300,2022-08-11
7072,B,S,M,36000,41400,2020-03-08
7082,E,M,F,108000,51200,2022-12-30
7086,D,M,F,100000,10470,2020-11-07
7091,B,S,M,100000,41250,2023-03-27
7093,E,W,F,60000,52000,2023-05-21
7097,C,M,F,108000,11500,2023-04-02
7137,B,S,M,36000,41250,2022-09-14
7148,C,M,F,50000,10470,2023-04-27
7158,C,M,M,50000,41200,2021-07-29
7160,E,M,F,36000,42000,2021-10-10
7171,D,M,M,84000,47400,2021-12-05
7175,D,D,F,500000,42000,2022-08-03
7176,E,D,F,36000,41400,2022-12-03
7225,E,M,F,500000,41250,2020-12-27
7228,C,S,F,108000,11500,2022-09-16
7229,B,S,F,60000,68100,2020-03-20
7237,D,S,F,36000,80300,2020-08-22
7250,B,S,F,72000,51200,2022-02-02
7258,E,M,F,48000,11500,2021-06-18
7264,C,M,F,500000,50450,2021-01-10
7266,E,S,F,60000,52000,2020-03-28
7269,C,M,F,36000,50450,2022-06-23
7283,C,S,M,72000,51200,2020-05-11
7284,B,S,M,108000,75000,2020-07-26
7289,C,M,F,50000,11500,2020-06-23
7292,C,M,F,60000,41200,2021-07-27
7294,D,M,M,48000,52000,2020-12-07
7294,D,M,M,50000,41250,2021-10-25
7297,E,S,F,500000,41250,2021-06-20
7300,C,M,F,48000,50450,2020-12-08
7307,B,S,M,72000,41200,2023-02-16
7340,C,M,M,48000,41400,2021-11-23
7358,C,M,M,84000,76300,2023-03-07
7359,C,S,F,48000,10470,2022-08-17
7360,C,M,F,50000,50450,2020-02-04
7361,E,S,M,48000,41200,2023-01-29
7370,D,M,F,36000,68100,2021-01-02
7389,E,M,F,60000,50450,2020-08-21
7393,D,M,F,48000,41200,2020-07-21
7400,B,S,M,36000,68100,2022-08-28
7415,B,M,F,250000,75000,2023-04-18
7430,D,M,M,120000,11500,2022-04-28
7433,B,S,M,500000,11500,2020-09-07
7448,B,M,F,36000,10470,2023-06-04
7450,C,S,F,48000,47400,2022-03-28
7464,D,M,M,60000,41250,2023-04-07
7475,C,S,F,36000,80300,2021-12-06
7476,D,S,F,60000,50450,2021-04-25
7478,D,D,F,36000,51200,2022-02-22
7480,C,M,M,36000,41400,2021-06-03
7483,E,M,F,36000,76300,2023-06-16
7504,C,S,M,250000,75000,2022-11-28
7519,B,M,F,48000,81100,2023-05-04
7535,C,S,M,84000,42000,2020-07-05
7553,E,M,F,72000,41200,2020-12-31
7562,C,M,F,50000,52000,2021-11-16
7568,B,M,F,500000,80300,2022-09-13
7581,C,M,F,48000,41400,2020-09-20
7590,E,M,F,250000,81100,2023-01-13
7595,A,S,M,0,41200,2023-03-04
7605,C,M,M,120000,11500,2022-11-19
7612,B,S,M,48000,81100,2021-10-31
7614,B,M,F,36000,50450,2021-12-07
7644,E,M,M,60000,10470,2020-02-15
7682,B,M,F,36000,52000,2022-07-05
7717,C,M,M,48000,52000,2020-02-18
7739,B,S,M,36000,41200,2023-05-05
7778,E,M,M,100000,47400,2022-05-11
7779,C,S,M,60000,81100,2020-03-20
7787,C,D,M,120000,68100,2020-08-29
7788,B,S,M,120000,50450,2020-11-02
7795,B,S,F,50000,47400,2020-10-07
7809,C,M,F,48000,52000,2020-11-20
7825,C,S,F,36000,41250,2023-03-14
7835,C,M,F,60000,68100,2020-05-23
7842,C,M,F,48000,68100,2021-05-17
7845,B,S,M,50000,75000,2020-07-19
7850,C,M,M,72000,41400,2020-01-26
7851,D,S,M,120000,68100,2021-07-02
7853,B,S,F,108000,42000,2021-05-19
7871,C,M,M,48000,52000,2022-10-01
7875,C,M,F,250000,50450,2022-11-22
7876,C,S,M,100000,41400,2021-06-21
7881,C,S,M,100000,42000,2023-05-04
7908,C,M,M,36000,42000,2021-04-02
7910,D,M,F,50000,52000,2020-07-29
7920,D,M,F,36000,76300,2023-01-24
7932,C,M,M,500000,41400,2020-12-29
7936,B,S,F,108000,41250,2021-07-12
7956,C,M,M,48000,10470,2022-10-28
7964,B,M,F,60000,76300,2020-11-11
7978,E,M,M,120000,81100,2022-10-27
8000,C,M,F,36000,47400,2021-09-30
8001,B,S,M,48000,41250,2021-09-04
8006,C,S,M,50000,47400,2021-01-11
8038,E,M,F,108000,80300,2020-01-25
8039,B,S,M,108000,10470,2022-09-30
8050,B,S,M,250000,41200,2021-01-22
8051,B,S,M,108000,68100,2022-06-20
8064,C,M,F,60000,75000,2021-10-01
8077,E,M,F,36000,76300,2022-01-29
8081,E,M,F,120000,41250,2021-12-08
8087,B,M,F,250000,80300,2020-11-26
8098,C,M,F,120000,50450,2020-04-21
8099,C,M,M,250000,42000,2022-08-26
8114,B,S,M,36000,52000,2021-10-15
8117,D,M,F,48000,52000,2021-06-01
8120,B,S,M,48000,75000,2023-05-30
8124,B,S,M,500000,52000,2021-01-30
8144,D,M,F,50000,41400,2020-10-14
8170,E,M,M,48000,47400,2022-05-23
8171,C,S,F,48000,51200,2021-12-09
8175,B,S,F,84000,47400,2020-01-13
8178,C,M,F,84000,80300,2022-10-17
8186,C,M,F,72000,41200,2022-08-30
8244,C,M,M,60000,47400,2021-05-15
8255,C,M,M,36000,41250,2022-10-01
8255,C,M,M,72000,75000,2022-10-03
8259,B,M,M,108000,80300,2020-03-12
8263,C,M,M,100000,80300,2022-08-07
8301,B,M,F,500000,68100,2020-11-23
8308,B,S,F,72000,52000,2023-02-03
8312,C,M,M,500000,50450,2022-11-29
8323,D,R,M,108000,41250,2021-07-22
8324,B,S,F,50000,52000,2022-02-22
8352,C,M,M,48000,50450,2022-09-09
8362,D,M,M,36000,81100,2021-12-29
8371,C,D,F,36000,68100,2021-06-29
8383,B,S,F,60000,50450,2023-05-28
8392,E,M,M,250000,80300,2022-11-21
8399,D,M,M,72000,80300,2021-11-30
8402,E,M,F,84000,80300,2021-02-12
8415,C,S,F,84000,75000,2021-05-20
8416,E,M,M,48000,42000,2022-03-14
8454,B,S,F,48000,68100,2022-01-30
8471,E,M,M,48000,51200,2023-01-03
8484,B,M,F,48000,41250,2022-05-28
8490,C,M,F,100000,81100,2020-01-01
8494,C,M,M,108000,51200,2021-10-22
8495,C,S,M,500000,75000,2023-02-18
8501,B,S,F,100000,76300,2023-02-14
8505,C,M,M,48000,80300,2023-04-06
8518,B,M,M,50000,10470,2022-09-16
8529,C,M,F,48000,76300,2023-06-17
8531,C,M,M,120000,51200,2020-06-02
8536,E,M,F,60000,50450,2022-11-07
8546,D,M,F,36000,11500,2020-01-01
8552,E,M,M,50000,81100,2021-01-28
8568,D,M,F,36000,68100,2021-04-14
8574,B,M,M,120000,76300,2021-07-08
8577,C,M,F,500000,51200,2022-04-23
8583,C,M,F,48000,41200,2021-01-03
8584,C,M,M,84000,50450,2022-03-25
8586,E,M,F,500000,41250,2021-03-19
8588,C,M,F,36000,76300,2021-05-09
8594,B,M,F,48000,41200,2023-04-17
8596,C,M,M,108000,41200,2021-04-27
8612,D,M,F,500000,50450,2021-10-17
8615,E,M,M,250000,10470,2023-05-20
8626,C,D,F,108000,10470,2022-10-01
8643,E,S,M,84000,42000,2022-05-21
8672,B,S,F,60000,80300,2020-03-11
8678,B,S,M,48000,68100,2020-05-29
8679,D,W,F,36000,52000,2022-05-13
8679,D,W,F,500000,81100,2022-10-27
8681,C,M,M,60000,76300,2021-06-14
8684,C,M,F,60000,75000,2021-07-21
8691,C,M,M,36000,41250,2020-08-22
8712,B,S,F,36000,41400,2020-04-20
8718,D,S,M,120000,50450,2023-05-27
8723,B,M,M,500000,42000,2021-08-17
8733,D,M,F,50000,41250,2022-05-11
8737,D,M,M,120000,51200,2020-07-18
8739,E,M,M,36000,10470,2020-11-27
8741,C,M,M,84000,80300,2020-05-19
8755,B,S,M,60000,80300,2021-02-24
8761,C,M,F,500000,51200,2022-07-31
8773,C,S,M,60000,51200,2021-12-26
8775,B,S,F,60000,10470,2020-03-13
8777,C,M,M,60000,41200,2021-08-08
8789,D,M,F,48000,41400,2020-03-17
8800,D,M,F,72000,52000,2023-05-04
8837,D,M,F,120000,80300,2023-04-01
8840,E,M,M,48000,68100,2021-02-10
8864,B,S,F,60000,42000,2021-07-23
8866,B,S,F,48000,41250,2022-09-19
8878,B,S,F,48000,47400,2022-11-30
8880,A,S,F,0,81100,2021-07-09
8883,B,S,F,48000,11500,2021-01-23
8899,B,S,F,120000,47400,2021-12-31
8906,B,M,M,84000,80300,2022-12-04
8914,B,D,F,120000,41200,2020-05-14
8918,B,S,M,48000,81100,2021-09-22
8921,C,M,F,48000,75000,2022-06-21
8932,C,M,M,50000,50450,2022-01-28
8937,B,S,M,50000,68100,2022-08-01
8947,C,M,F,120000,81100,2022-06-30
8949,D,M,M,60000,41200,2022-11-06
8961,C,M,F,48000,11500,2022-08-08
8988,C,M,F,60000,50450,2020-07-07
8989,B,M,F,250000,81100,2020-04-01
8991,C,M,M,60000,41400,2023-02-27
9013,C,M,F,60000,41200,2021-07-09
9022,D,S,M,500000,76300,2022-03-24
9027,B,M,F,36000,47400,2022-12-24
9030,C,M,M,48000,81100,2022-09-15
9039,C,M,M,60000,52000,2021-09-26
9040,B,S,M,60000,51200,2021-09-10
9057,D,M,M,36000,68100,2020-01-15
9061,B,S,M,500000,41400,2022-09-20
9062,D,M,M,120000,80300,2020-05-31
9066,D,M,F,60000,41400,2023-04-20
9069,C,M,M,36000,47400,2020-08-01
9073,B,D,F,36000,52000,2022-06-08
9084,C,M,F,60000,80300,2020-06-23
9106,C,M,M,48000,68100,2020-04-10
9110,C,M,F,60000,76300,2020-06-15
9131,D,S,F,250000,41200,2023-01-16
9139,C,M,F,100000,68100,2022-08-31
9162,B,S,M,500000,75000,2020-10-30
9172,B,S,F,60000,41200,2020-06-10
9183,C,M,M,50000,47400,2023-06-09
9193,B,S,M,48000,76300,2023-06-22
9195,C,S,M,48000,41250,2021-01-02
9196,E,M,F,72000,81100,2021-05-09
9207,D,M,F,48000,51200,2022-01-25
9218,C,M,F,48000,52000,2020-04-13
9220,B,S,F,36000,41400,2022-11-28
9220,B,S,F,60000,51200,2020-06-07
9224,C,M,M,60000,47400,2020-05-29
9226,D,S,M,72000,10470,2022-01-04
9229,B,S,F,36000,41400,2021-10-09
9246,C,M,F,50000,41400,2022-07-12
9247,C,S,F,100000,41400,2022-07-16
9248,C,S,M,84000,47400,2022-06-06
9256,C,S,M,36000,81100,2021-05-23
9256,C,S,M,48000,42000,2022-07-30
9256,C,S,M,48000,81100,2020-03-03
9271,E,M,F,48000,50450,2020-01-13
9273,C,S,F,36000,41250,2022-02-22
9286,B,S,M,72000,50450,2020-02-17
9289,C,M,F,36000,11500,2022-01-17
9295,C,M,M,48000,47400,2020-11-15
9320,C,M,M,108000,52000,2021-09-22
9335,B,M,M,60000,47400,2020-02-05
9341,B,S,M,500000,50450,2021-05-07
9351,B,S,F,100000,52000,2022-07-12
9363,C,S,M,72000,68100,2020-03-12
9365,B,M,M,50000,75000,2020-02-04
9366,D,M,M,48000,68100,2020-07-09
9370,B,S,F,60000,80300,2022-05-31
9374,D,D,F,120000,76300,2020-06-30
9375,B,S,F,84000,51200,2021-09-05
9379,C,M,F,50000,41200,2020-06-23
9398,B,S,M,48000,81100,2020-12-12
9413,C,M,F,48000,41400,2021-01-24
9414,C,M,F,50000,52000,2023-03-18
9428,C,S,M,108000,11500,2020-09-17
9433,C,M,M,36000,51200,2023-04-18
9440,E,M,M,108000,50450,2020-03-18
9442,B,M,M,48000,52000,2021-08-08
9447,E,M,F,100000,80300,2023-04-17
9448,B,S,M,500000,10470,2023-06-12
9448,B,S,M,48000,42000,2022-11-04
9450,B,S,M,500000,68100,2022-12-07
9451,E,M,F,50000,76300,2023-02-15
9461,C,M,M,36000,42000,2020-06-10
9471,B,S,F,500000,41250,2021-03-10
9476,C,M,M,48000,75000,2022-02-14
9485,C,S,M,48000,41250,2020-02-08
9493,D,S,M,60000,50450,2023-01-14
9504,B,S,M,500000,11500,2023-05-28
9511,C,M,M,108000,50450,2022-03-31
9527,C,M,M,72000,41400,2022-05-16
9529,B,S,M,36000,41250,2022-10-20
9532,C,M,F,48000,51200,2020-01-16
9537,D,W,F,250000,41400,2021-10-28
9538,B,S,M,100000,47400,2022-10-02
9547,D,M,M,500000,10470,2020-09-05
9560,E,M,M,250000,47400,2021-10-30
9571,B,S,F,250000,50450,2020-02-20
9577,B,S,F,84000,42000,2020-12-18
9584,C,S,F,72000,52000,2021-11-29
9589,B,S,M,48000,81100,2021-04-04
9591,B,S,M,60000,75000,2022-01-30
9595,B,M,F,50000,81100,2022-08-31
9603,E,M,M,48000,52000,2021-08-25
9618,B,M,F,250000,10470,2021-02-24
9635,C,M,M,84000,50450,2022-05-25
9638,B,S,F,48000,42000,2020-12-10
9658,C,M,F,60000,41250,2023-01-28
9659,B,S,F,36000,50450,2020-12-25
9681,B,S,F,48000,80300,2022-07-02
9684,C,S,M,60000,10470,2020-05-27
9687,B,S,M,36000,41400,2020-09-15
9691,B,S,F,50000,80300,2021-02-21
9705,C,S,F,72000,76300,2022-11-16
9706,B,S,F,250000,75000,2021-02-10
9712,C,S,M,48000,41200,2023-04-16
9719,D,M,F,84000,68100,2020-10-06
9724,B,M,M,100000,41200,2021-09-27
9729,C,M,M,72000,52000,2021-07-18
9732,B,S,M,60000,52000,2020-07-22
9740,B,S,F,120000,41200,2020-12-25
9771,C,M,M,500000,42000,2021-12-04
9776,C,M,M,60000,75000,2021-11-29
9779,B,S,M,60000,50450,2022-08-13
9786,C,S,M,36000,41250,2020-12-24
9797,C,W,F,60000,51200,2020-10-13
9802,B,S,M,48000,10470,2021-04-19
9808,B,M,F,250000,81100,2020-11-13
9814,B,S,F,108000,76300,2020-11-10
9819,C,M,F,108000,41400,2022-08-15
9838,C,M,M,84000,52000,2021-12-25
9839,D,M,M,500000,42000,2022-05-31
9844,C,M,F,250000,50450,2020-05-24
9846,C,S,M,48000,75000,2022-10-28
9861,B,S,M,108000,81100,2020-10-12
9910,B,S,M,36000,41200,2020-10-09
9921,B,S,F,100000,68100,2020-10-31
9936,E,M,F,36000,41250,2023-04-02
9939,D,M,M,50000,51200,2021-02-27
9944,E,M,F,48000,51200,2020-02-15
9955,C,M,M,36000,10470,2020-11-20
9957,D,S,F,72000,81100,2021-07-15
9966,B,S,F,500000,47400,2022-06-13
9972,C,S,M,36000,81100,2020-12-26
9980,C,M,M,60000,52000,2020-11-27
9983,C,M,F,500000,42000,2022-09-21
9988,C,M,M,36000,41200,2023-02-17
10024,B,S,M,48000,11500,2021-01-26
10028,B,S,F,250000,41400,2020-02-11
10043,B,S,M,48000,81100,2023-04-20
10051,D,S,M,84000,41250,2022-06-29
10074,C,S,F,48000,76300,2023-02-13
10083,D,S,F,36000,52000,2020-01-09
10095,B,S,M,72000,76300,2020-06-17
10098,C,M,M,36000,75000,2023-05-17
10115,D,M,F,48000,11500,2021-04-08
10120,C,M,M,108000,76300,2020-02-28
10124,D,M,M,48000,42000,2022-09-07
10132,D,M,F,48000,52000,2021-09-26
10144,D,M,M,500000,80300,2022-08-17
10158,B,S,F,500000,52000,2020-07-08
10160,C,M,F,100000,41400,2020-02-13
10160,C,M,F,500000,50450,2022-05-11
10162,B,S,M,108000,51200,2020-03-15
10167,B,S,M,84000,75000,2021-08-21
10172,D,M,F,108000,50450,2021-10-23
10173,B,M,M,36000,80300,2021-12-11
10186,B,S,F,48000,41250,2023-05-02
10192,B,S,M,500000,52000,2021-12-09
10195,B,S,F,48000,42000,2022-08-03
10198,B,S,M,60000,68100,2020-01-07
10201,C,M,M,84000,41200,2023-02-18
10215,B,S,M,36000,52000,2021-04-25
10221,B,S,M,60000,50450,2020-03-08
10223,B,S,F,48000,41250,2021-03-10
10236,C,S,M,72000,75000,2020-08-30
10240,C,M,F,250000,41200,2022-10-01
10247,C,S,M,100000,47400,2022-09-04
10260,D,M,M,36000,81100,2021-01-06
10266,C,S,M,120000,11500,2020-02-20
10267,D,M,F,60000,41400,2020-09-07
10271,B,S,M,48000,75000,2020-03-09
10298,E,M,F,120000,52000,2020-08-03
10314,B,S,M,60000,47400,2020-09-11
10315,B,S,M,48000,47400,2020-04-18
10316,B,S,M,60000,41250,2022-07-23
10318,C,M,F,60000,75000,2022-06-15
10339,C,M,F,100000,41250,2020-08-06
10353,E,M,M,100000,47400,2021-07-05
10357,E,S,M,48000,50450,2022-04-28
10366,C,M,M,60000,50450,2021-12-24
10390,B,S,F,250000,80300,2021-09-21
10410,C,M,M,120000,11500,2023-05-06
10435,B,S,F,108000,51200,2020-07-17
10439,D,S,F,48000,41200,2022-01-14
10463,B,S,M,72000,41250,2020-09-30
10467,B,S,F,48000,10470,2021-06-25
10478,B,S,M,36000,52000,2022-04-18
10485,D,M,F,36000,52000,2020-04-04
10486,B,S,F,60000,11500,2021-11-27
10487,D,S,M,500000,42000,2020-12-07
