POLICY_NUMBER,PLAN_CODE,CLIENT_CODE,SUM_ASSURED,MODAL_PREMIUM,ISSUE_DATE,TYPE,POLICY_STATUS,SURRENDER_DATE,PAYMENT_MODE
18834,139,8000,625000.0,2755,2020-01-13,E,IN-FORCE,,1
30544,165,8001,300000.0,1791,2020-04-03,E,IN-FORCE,,3
15834,165,8006,875000.0,1562,2020-01-03,E,IN-FORCE,,1
17389,120,8038,111514.2,1116,2020-01-03,E,IN-FORCE,,12
18429,159,8039,1625000.0,337,2020-01-16,E,IN-FORCE,,12
34858,136,8050,750000.0,2224,2020-06-02,E,IN-FORCE,,6
24817,132,8051,247500.0,618,2020-03-12,E,IN-FORCE,,3
20361,139,8064,150000.0,2051,2020-02-17,E,SURRENDERED,2020-09-08,1
10075,2,8077,50000.0,385,2020-05-30,A,IN-FORCE,,1
7595,2,8081,50000.0,1806,2020-05-06,A,IN-FORCE,,1
35192,167,8087,45000.0,501,2020-06-04,E,IN-FORCE,,1
16030,167,8098,175000.0,2651,2020-01-16,E,IN-FORCE,,1
37118,167,8099,50000.0,2949,2020-06-23,E,IN-FORCE,,12
34994,165,8114,250000.0,887,2020-06-10,E,IN-FORCE,,1
22837,128,8117,675000.0,2534,2020-02-17,E,IN-FORCE,,12
36654,167,8120,25000.0,978,2020-06-16,E,IN-FORCE,,1
19637,165,8124,125000.0,1476,2020-01-20,E,IN-FORCE,,1
8398,2,8144,50000.0,2564,2020-05-20,A,IN-FORCE,,1
21559,167,8170,25000.0,2435,2020-02-28,E,IN-FORCE,,12
28143,167,8171,250000.0,1826,2020-03-23,E,IN-FORCE,,1
37318,167,8175,125000.0,1387,2020-06-22,E,IN-FORCE,,12
30117,167,8178,125000.0,1679,2020-03-30,E,IN-FORCE,,1
37000,136,8186,45000.0,1730,2020-06-23,E,IN-FORCE,,12
15974,136,8244,25000.0,2700,2020-01-15,E,IN-FORCE,,12
13205,105,8255,80000.0,496,2020-06-25,A,IN-FORCE,,12
13236,45,8255,500.0,2093,2020-06-24,A,IN-FORCE,,12
8327,2,8259,50000.0,337,2020-05-18,A,IN-FORCE,,3
26372,158,8263,2500000.0,1354,2020-02-29,E,IN-FORCE,,1
34022,167,8301,250000.0,2518,2020-05-30,E,IN-FORCE,,1
36518,165,8308,250000.0,1949,2020-06-19,E,IN-FORCE,,1
30807,167,8312,625000.0,2963,2020-04-22,E,IN-FORCE,,12
13407,105,8323,12500.0,1544,2020-06-27,A,IN-FORCE,,1
893,2,8324,50000.0,2886,2020-01-23,A,LAPSE,,1
22689,159,8352,1250000.0,2980,2020-02-11,E,IN-FORCE,,6
10994,2,8362,50000.0,1157,2020-06-10,A,IN-FORCE,,1
17248,136,8371,50000.0,435,2020-01-03,E,IN-FORCE,,1
12989,41,8383,78700.0,291,2020-06-26,A,IN-FORCE,,12
10281,105,8392,12500.0,2680,2020-06-18,A,IN-FORCE,,1
7580,2,8399,50000.0,853,2020-04-30,A,IN-FORCE,,12
10588,26,8402,62500.0,2333,2020-06-05,A,IN-FORCE,,1
19018,139,8415,1150000.0,1734,2020-01-22,E,IN-FORCE,,1
35624,137,8416,25000.0,2923,2020-06-05,E,IN-FORCE,,12
11063,2,8454,50000.0,440,2020-06-12,A,IN-FORCE,,12
31747,136,8471,405000.0,2169,2020-04-29,E,IN-FORCE,,12
17254,167,8484,62500.0,1200,2020-01-31,E,IN-FORCE,,1
26441,158,8490,2500000.0,635,2020-03-06,E,IN-FORCE,,1
8408,115,8494,30000.0,1431,2020-05-18,A,IN-FORCE,,12
28577,136,8495,937500.0,841,2020-03-31,E,IN-FORCE,,12
12058,108,8501,120000.0,2480,2020-06-26,A,IN-FORCE,,12
24915,120,8505,109557.6,1340,2020-02-24,E,IN-FORCE,,12
25490,165,8518,375000.0,1174,2020-02-25,E,IN-FORCE,,12
21042,159,8529,1250000.0,742,2020-02-04,E,IN-FORCE,,12
17735,165,8531,30000.0,578,2020-01-09,E,IN-FORCE,,1
35016,136,8536,305937.5,2965,2020-06-05,E,IN-FORCE,,12
37232,136,8546,25000.0,463,2020-06-16,E,IN-FORCE,,12
38396,136,8552,25000.0,2280,2020-06-25,E,IN-FORCE,,12
18585,119,8568,225000.0,2633,2020-01-08,E,IN-FORCE,,12
30576,165,8574,125000.0,2721,2020-04-14,E,IN-FORCE,,1
36398,136,8577,90000.0,1755,2020-06-11,E,IN-FORCE,,12
34767,167,8583,150000.0,2254,2020-05-30,E,IN-FORCE,,1
25174,167,8584,300000.0,1846,2020-02-28,E,IN-FORCE,,1
39659,136,8586,25000.0,884,2020-06-26,E,IN-FORCE,,12
22254,151,8588,1395000.0,2646,2020-02-12,E,IN-FORCE,,6
8794,105,8594,125000.0,2367,2020-05-21,A,IN-FORCE,,12
16850,118,8596,125000.0,1852,2020-01-14,E,IN-FORCE,,0
25598,136,8612,75000.0,2005,2020-02-28,E,IN-FORCE,,12
31294,136,8615,25000.0,2327,2020-04-21,E,IN-FORCE,,12
5023,43,8626,375.0,247,2020-03-25,A,IN-FORCE,,12
10381,114,8643,75000.0,2024,2020-06-20,A,IN-FORCE,,12
22477,139,8672,760250.0,2822,2020-02-13,E,IN-FORCE,,12
10494,3,8678,125000.0,1467,2020-06-04,A,IN-FORCE,,1
38048,136,8679,375000.0,856,2020-06-24,E,IN-FORCE,,12
38054,136,8679,375000.0,232,2020-06-23,E,IN-FORCE,,12
20578,167,8681,250000.0,2431,2020-01-22,E,IN-FORCE,,1
29261,136,8684,25000.0,968,2020-04-06,E,IN-FORCE,,12
19725,167,8691,162500.0,1272,2020-01-17,E,IN-FORCE,,12
32888,165,8712,200000.0,966,2020-05-14,E,IN-FORCE,,3
5349,96,8718,250000.0,854,2020-03-26,A,IN-FORCE,,12
18737,167,8723,125000.0,1905,2020-01-23,E,IN-FORCE,,1
33131,128,8733,2250000.0,1903,2020-05-29,E,IN-FORCE,,12
1203,41,8737,750000.0,1088,2020-01-22,A,IN-FORCE,,12
18185,167,8739,25000.0,521,2020-02-03,E,IN-FORCE,,1
13298,17,8741,500.0,1247,2020-06-27,A,IN-FORCE,,6
13550,2,8755,50000.0,1242,2020-06-26,A,CANCELED DURING COOLING OFF PERIOD,,1
33423,167,8761,250000.0,1535,2020-05-28,E,IN-FORCE,,12
18963,159,8773,1750000.0,1617,2020-02-18,E,IN-FORCE,,12
27576,167,8775,125000.0,2313,2020-03-09,E,IN-FORCE,,1
15369,167,8777,71422.5,2108,2020-01-21,E,IN-FORCE,,1
36180,136,8789,180000.0,949,2020-06-23,E,IN-FORCE,,1
37700,136,8800,25000.0,1006,2020-06-25,E,IN-FORCE,,12
38873,136,8837,25000.0,2286,2020-06-28,E,IN-FORCE,,12
17356,136,8840,454147.5,2146,2020-02-06,E,IN-FORCE,,1
13388,105,8864,50000.0,2690,2020-06-27,A,IN-FORCE,,12
13700,88,8866,50000.0,1498,2020-06-26,A,IN-FORCE,,12
12645,88,8878,50000.0,1561,2020-06-27,A,IN-FORCE,,12
20845,136,8880,90000.0,1664,2020-02-17,E,IN-FORCE,,12
24083,159,8883,1500000.0,289,2020-02-19,E,IN-FORCE,,6
10941,105,8899,12500.0,461,2020-06-15,A,IN-FORCE,,12
18695,167,8906,125000.0,1960,2020-01-15,E,IN-FORCE,,1
29298,167,8914,1750000.0,519,2020-03-21,E,IN-FORCE,,1
12511,105,8918,50000.0,2277,2020-06-24,A,IN-FORCE,,12
25693,119,8921,90000.0,1295,2020-02-27,E,IN-FORCE,,12
28029,167,8932,25000.0,2617,2020-03-18,E,IN-FORCE,,1
33564,136,8937,25000.0,1425,2020-06-03,E,IN-FORCE,,12
24043,167,8947,125000.0,2713,2020-03-04,E,IN-FORCE,,1
31141,166,8949,250000.0,1366,2020-05-22,E,IN-FORCE,,1
23468,120,8961,109557.6,1996,2020-02-13,E,IN-FORCE,,12
37105,165,8988,150000.0,1215,2020-06-17,E,IN-FORCE,,1
17534,159,8989,2337500.0,1521,2020-01-07,E,IN-FORCE,,12
9707,99,8991,2500000.0,1372,2020-05-28,A,IN-FORCE,,12
32003,136,9013,687500.0,1972,2020-05-04,E,IN-FORCE,,12
33125,136,9022,137352.5,2248,2020-05-20,E,IN-FORCE,,1
29976,119,9027,90000.35,916,2020-03-24,E,IN-FORCE,,1
18937,136,9030,50000.0,674,2020-01-13,E,IN-FORCE,,12
29674,165,9039,462500.0,434,2020-04-02,E,IN-FORCE,,12
39042,154,9040,1250000.0,481,2020-06-29,E,IN-FORCE,,1
19808,166,9057,125000.0,297,2020-02-21,E,LAPSE,,1
34888,165,9061,37500.0,493,2020-06-16,E,IN-FORCE,,1
21330,167,9062,225000.0,1153,2020-02-06,E,IN-FORCE,,12
36841,121,9066,48256.8,2604,2020-06-19,E,IN-FORCE,,12
27207,139,9069,500000.0,1099,2020-03-12,E,IN-FORCE,,1
8434,17,9073,500.0,2131,2020-05-13,A,IN-FORCE,,1
30210,127,9084,675000.0,2959,2020-03-31,E,IN-FORCE,,12
36942,165,9106,250000.0,2305,2020-06-24,E,IN-FORCE,,1
33489,167,9110,250000.0,1074,2020-05-22,E,IN-FORCE,,1
15812,159,9131,1272222.5,1381,2020-03-30,E,IN-FORCE,,12
33996,167,9139,62500.0,1724,2020-06-03,E,IN-FORCE,,12
29079,136,9162,67500.0,1162,2020-03-17,E,IN-FORCE,,1
37663,136,9172,500000.0,1464,2020-06-25,E,IN-FORCE,,12
5520,3,9183,125000.0,942,2020-03-24,A,IN-FORCE,,1
18508,166,9193,252500.0,2800,2020-01-21,E,IN-FORCE,,1
12607,3,9195,125000.0,1293,2020-06-22,A,IN-FORCE,,1
36959,136,9196,45000.0,2244,2020-06-23,E,IN-FORCE,,12
38747,121,9207,58681.5,1410,2020-06-24,E,IN-FORCE,,12
20534,136,9218,25000.0,275,2020-01-23,E,IN-FORCE,,12
6335,6,9220,2500000.0,393,2020-04-08,A,IN-FORCE,,1
30626,165,9220,250000.0,1172,2020-04-08,E,IN-FORCE,,12
39574,135,9224,180000.0,2146,2020-06-27,E,IN-FORCE,,1
18788,119,9226,90000.0,665,2020-01-14,E,IN-FORCE,,12
6910,2,9229,50000.0,2113,2020-04-23,A,LAPSE,,1
29906,136,9246,75000.0,1065,2020-04-22,E,IN-FORCE,,1
6875,35,9247,75000.0,2819,2020-06-17,A,LAPSE,,1
2663,0,9248,6250.0,2750,2020-02-10,A,LAPSE,,1
11866,105,9256,39500.0,2917,2020-06-23,A,IN-FORCE,,12
11867,7,9256,50000.0,353,2020-06-23,A,IN-FORCE,,12
11868,41,9256,75000.0,2175,2020-06-23,A,IN-FORCE,,12
38630,136,9271,50000.0,785,2020-06-25,E,IN-FORCE,,12
27596,136,9273,25000.0,2683,2020-03-09,E,IN-FORCE,,12
38973,136,9286,400000.0,1694,2020-06-24,E,IN-FORCE,,1
10356,41,9289,75000.0,2717,2020-06-10,A,IN-FORCE,,12
3673,3,9295,125000.0,1467,2020-02-26,A,CANCELED DURING COOLING OFF PERIOD,,1
23948,128,9320,675000.0,2567,2020-02-28,E,IN-FORCE,,12
1948,3,9335,125000.0,1123,2020-01-28,A,LAPSE,,1
13505,6,9341,1875000.0,2059,2020-06-26,A,LAPSE,,1
30533,136,9351,312500.0,869,2020-06-02,E,IN-FORCE,,12
36738,136,9363,262500.0,1910,2020-06-15,E,IN-FORCE,,12
19946,128,9365,900000.0,1329,2020-01-30,E,IN-FORCE,,6
21719,159,9366,2500000.0,2316,2020-02-14,E,IN-FORCE,,12
36396,136,9370,175000.0,1238,2020-06-15,E,IN-FORCE,,6
35312,166,9374,250000.0,1820,2020-06-18,E,LAPSE,,1
24172,120,9375,63333.0,662,2020-02-20,E,IN-FORCE,,12
37749,167,9379,125000.0,2798,2020-06-22,E,IN-FORCE,,12
18837,166,9398,250000.0,2367,2020-01-14,E,IN-FORCE,,12
17676,136,9413,25000.0,226,2020-01-07,E,IN-FORCE,,12
38967,154,9414,1250000.0,2848,2020-06-23,E,IN-FORCE,,1
28142,136,9428,1000000.0,1729,2020-03-14,E,IN-FORCE,,12
21953,165,9433,125000.0,2188,2020-02-07,E,IN-FORCE,,1
20514,128,9440,630000.0,2417,2020-02-06,E,IN-FORCE,,12
39497,139,9442,540000.0,2214,2020-06-29,E,IN-FORCE,,1
19166,136,9447,50000.0,1080,2020-01-13,E,IN-FORCE,,6
2207,2,9448,50000.0,2777,2020-01-31,A,IN-FORCE,,1
12637,41,9448,112500.0,2086,2020-06-22,A,IN-FORCE,,12
31309,167,9450,250000.0,2927,2020-04-24,E,IN-FORCE,,1
6982,105,9451,12500.0,2854,2020-04-24,A,IN-FORCE,,12
23790,120,9461,109557.6,286,2020-02-17,E,IN-FORCE,,12
39205,157,9471,1250000.0,1500,2020-06-25,E,IN-FORCE,,1
8482,105,9476,50000.0,766,2020-05-30,A,IN-FORCE,,1
18954,166,9485,250000.0,2419,2020-01-21,E,IN-FORCE,,1
36537,159,9493,1250000.0,2353,2020-06-18,E,IN-FORCE,,12
13202,97,9504,500000.0,1268,2020-06-25,A,IN-FORCE,,12
22344,139,9511,25000.0,2936,2020-02-11,E,IN-FORCE,,12
33563,136,9527,25000.0,784,2020-05-30,E,IN-FORCE,,12
35241,166,9529,250000.0,1879,2020-06-12,E,IN-FORCE,,1
10577,41,9532,150000.0,2219,2020-06-25,A,IN-FORCE,,12
37002,138,9537,25000.0,1408,2020-06-17,E,IN-FORCE,,12
20284,139,9538,247500.0,847,2020-02-05,E,IN-FORCE,,1
8822,17,9547,500.0,1346,2020-05-18,A,IN-FORCE,,12
27036,121,9560,98470.2,1939,2020-03-06,E,IN-FORCE,,12
5779,39,9571,1625000.0,2137,2020-03-27,A,LAPSE,,1
5863,62,9577,500.0,1876,2020-03-30,A,IN-FORCE,,12
29422,136,9584,315000.0,736,2020-03-24,E,IN-FORCE,,1
1126,43,9589,375.0,1189,2020-02-10,A,IN-FORCE,,12
29582,154,9591,1825600.0,1439,2020-03-20,E,IN-FORCE,,12
8076,105,9595,12500.0,1337,2020-05-22,A,LAPSE,,1
17779,136,9603,250000.0,472,2020-02-10,E,IN-FORCE,,3
18798,165,9618,25000.0,757,2020-01-13,E,IN-FORCE,,1
39695,136,9635,125000.0,464,2020-06-27,E,IN-FORCE,,12
37417,167,9638,187500.0,2560,2020-06-23,E,IN-FORCE,,1
15987,136,9658,50000.0,1142,2020-01-21,E,IN-FORCE,,1
19178,165,9659,125000.0,2975,2020-01-17,E,IN-FORCE,,1
22303,136,9681,90000.0,1387,2020-02-12,E,IN-FORCE,,1
22916,165,9684,250000.0,848,2020-02-20,E,IN-FORCE,,1
25268,168,9687,1250000.0,2019,2020-02-29,E,IN-FORCE,,1
5615,41,9691,86250.0,283,2020-03-30,A,IN-FORCE,,12
1069,6,9705,937500.0,1151,2020-01-10,A,IN-FORCE,,12
33469,166,9706,125000.0,2981,2020-06-05,E,IN-FORCE,,12
7472,2,9712,50000.0,2740,2020-05-21,A,IN-FORCE,,1
23652,167,9719,60000.0,2400,2020-02-14,E,IN-FORCE,,3
38393,165,9724,50000.0,537,2020-06-24,E,IN-FORCE,,6
17089,154,9729,1800000.0,1964,2020-01-21,E,IN-FORCE,,12
6150,2,9732,50000.0,533,2020-04-15,A,IN-FORCE,,6
39338,167,9740,25000.0,208,2020-06-27,E,IN-FORCE,,1
30043,119,9771,120000.0,1839,2020-03-26,E,IN-FORCE,,12
29782,167,9776,250000.0,1383,2020-03-30,E,IN-FORCE,,12
26069,126,9779,1765701.7,346,2020-02-28,E,IN-FORCE,,0
23215,165,9786,12500.0,2020,2020-02-26,E,IN-FORCE,,1
21593,166,9797,125000.0,273,2020-04-20,E,IN-FORCE,,1
23043,165,9802,125000.0,2421,2020-02-18,E,IN-FORCE,,1
36442,169,9808,125000.0,1913,2020-06-28,E,IN-FORCE,,12
33484,166,9814,125000.0,1327,2020-05-23,E,IN-FORCE,,12
31569,166,9819,125000.0,1194,2020-06-15,E,IN-FORCE,,3
12929,41,9838,75000.0,2277,2020-06-26,A,IN-FORCE,,12
17452,136,9839,25000.0,1276,2020-01-06,E,IN-FORCE,,1
13316,62,9844,500.0,745,2020-06-26,A,IN-FORCE,,12
3337,3,9846,125000.0,1747,2020-02-21,A,IN-FORCE,,1
1999,88,9861,50000.0,829,2020-01-31,A,IN-FORCE,,12
22527,159,9910,1250000.0,1623,2020-02-07,E,IN-FORCE,,12
36838,134,9921,25000.0,2866,2020-06-15,E,IN-FORCE,,12
2562,43,9936,375.0,1621,2020-02-11,A,IN-FORCE,,6
24707,136,9939,25000.0,283,2020-03-04,E,IN-FORCE,,12
17569,136,9944,250000.0,2220,2020-01-03,E,IN-FORCE,,12
39388,132,9955,105000.0,673,2020-06-25,E,IN-FORCE,,1
38042,136,9957,25000.0,451,2020-06-23,E,IN-FORCE,,12
33770,132,9966,330000.0,1345,2020-06-10,E,IN-FORCE,,1
26201,165,9972,75000.0,477,2020-03-12,E,IN-FORCE,,1
25030,136,9980,1750000.0,1833,2020-02-21,E,IN-FORCE,,12
30396,166,9983,25000.0,2420,2020-04-03,E,LAPSE,,1
31246,136,9988,200000.0,2732,2020-04-30,E,IN-FORCE,,12
32631,139,10024,661500.0,1505,2020-05-14,E,IN-FORCE,,12
34469,167,10028,250000.0,2539,2020-05-29,E,LAPSE,,1
20171,136,10043,40000.0,2915,2020-01-17,E,IN-FORCE,,1
6173,0,10051,6250.0,237,2020-04-03,A,LAPSE,,1
6430,2,10074,50000.0,2634,2020-04-29,A,IN-FORCE,,12
39363,165,10083,125000.0,800,2020-06-29,E,IN-FORCE,,12
22280,165,10095,125000.0,655,2020-02-10,E,IN-FORCE,,1
22315,167,10098,300000.0,620,2020-02-20,E,IN-FORCE,,1
2206,2,10115,50000.0,561,2020-01-31,A,IN-FORCE,,12
16102,137,10120,375000.0,1033,2020-01-08,E,IN-FORCE,,1
138,33,10124,18297552.75,2823,2020-02-26,A,IN-FORCE,,12
3295,115,10132,50000.0,1554,2020-02-26,A,IN-FORCE,,12
34076,128,10144,337500.0,2825,2020-05-30,E,IN-FORCE,,12
13764,3,10158,125000.0,2345,2020-06-26,A,IN-FORCE,,1
29991,167,10160,75000.0,1300,2020-03-30,E,IN-FORCE,,1
29993,167,10160,75000.0,2916,2020-03-30,E,IN-FORCE,,1
32299,167,10162,12500.0,750,2020-05-06,E,IN-FORCE,,1
18519,136,10167,118525.0,2032,2020-01-15,E,IN-FORCE,,12
20071,151,10172,1250000.0,552,2020-01-20,E,IN-FORCE,,1
22996,136,10173,25000.0,2573,2020-03-03,E,IN-FORCE,,12
29332,166,10186,250000.0,1129,2020-06-01,E,IN-FORCE,,1
38437,165,10192,250000.0,992,2020-06-24,E,IN-FORCE,,1
22018,159,10195,1375000.0,2658,2020-02-10,E,IN-FORCE,,12
12762,96,10198,250000.0,2846,2020-06-24,A,IN-FORCE,,12
35058,165,10201,46487.5,1523,2020-06-18,E,IN-FORCE,,1
18540,166,10215,250000.0,481,2020-02-20,E,IN-FORCE,,1
13221,96,10221,250000.0,391,2020-06-25,A,IN-FORCE,,12
37616,136,10223,125000.0,2787,2020-06-23,E,IN-FORCE,,1
23026,138,10236,25000.0,612,2020-02-14,E,IN-FORCE,,1
34949,159,10240,1250000.0,1182,2020-06-02,E,IN-FORCE,,1
11724,105,10247,50000.0,377,2020-06-23,A,IN-FORCE,,12
5198,2,10260,50000.0,2249,2020-03-20,A,IN-FORCE,,12
32725,136,10266,25000.0,887,2020-05-20,E,IN-FORCE,,12
38991,136,10267,300000.0,1127,2020-06-24,E,IN-FORCE,,12
20863,136,10271,234877.5,1624,2020-01-23,E,IN-FORCE,,1
18654,127,10298,337500.0,2756,2020-01-16,E,IN-FORCE,,12
37198,136,10314,376337.5,1401,2020-06-29,E,IN-FORCE,,12
18477,136,10315,263175.0,2369,2020-01-14,E,IN-FORCE,,12
13272,105,10316,62500.0,1891,2020-06-27,A,IN-FORCE,,12
3735,18,10318,750000.0,290,2020-02-27,A,IN-FORCE,,12
21859,166,10339,125000.0,812,2020-02-10,E,IN-FORCE,,1
6329,27,10353,31250.0,2576,2020-04-10,A,IN-FORCE,,12
24047,136,10357,25000.0,896,2020-02-25,E,IN-FORCE,,12
3101,81,10366,500.0,1447,2020-02-28,A,IN-FORCE,,12
32581,167,10390,125000.0,2108,2020-05-21,E,IN-FORCE,,1
17022,136,10410,150000.0,2829,2020-01-02,E,IN-FORCE,,12
11789,3,10435,125000.0,2972,2020-06-16,A,LAPSE,,1
28318,136,10439,250000.0,1182,2020-04-14,E,IN-FORCE,,12
6964,80,10463,375.0,1742,2020-04-22,A,IN-FORCE,,12
23323,165,10467,375000.0,1354,2020-02-27,E,IN-FORCE,,1
10958,2,10478,125000.0,2159,2020-06-12,A,IN-FORCE,,6
30169,165,10485,126302.5,1965,2020-03-31,E,IN-FORCE,,1
26582,166,10486,250000.0,1750,2020-03-06,E,IN-FORCE,,1
10145,96,10487,250000.0,431,2020-06-23,A,IN-FORCE,,12
19054,136,10497,75000.0,228,2020-02-18,E,IN-FORCE,,12
11058,115,10500,37500.0,2025,2020-06-11,A,IN-FORCE,,12
8347,96,10501,250000.0,270,2020-05-20,A,LAPSE,,6
13362,96,10510,250000.0,350,2020-06-25,A,IN-FORCE,,12
658,3,10514,125000.0,1205,2020-01-06,A,LAPSE,,1
10355,96,10517,250000.0,2281,2020-06-10,A,IN-FORCE,,12
25686,136,10519,25000.0,537,2020-03-04,E,IN-FORCE,,12
35743,166,10524,12500.0,820,2020-06-15,E,IN-FORCE,,1
15699,165,10525,25000.0,2465,2020-03-09,E,IN-FORCE,,1
29005,165,10563,62500.0,897,2020-04-10,E,IN-FORCE,,1
5161,43,10565,375.0,1862,2020-06-23,A,IN-FORCE,,12
23409,167,10568,12500.0,1286,2020-02-17,E,IN-FORCE,,1
6098,41,10580,85250.0,2921,2020-04-27,A,IN-FORCE,,12
22748,136,10582,75000.0,1446,2020-02-11,E,IN-FORCE,,12
36976,136,10586,330000.0,2247,2020-06-17,E,IN-FORCE,,1
21343,128,10588,675000.0,2410,2020-02-20,E,IN-FORCE,,12
38664,136,10589,25002.5,646,2020-06-26,E,IN-FORCE,,12
3892,97,10595,500000.0,2932,2020-03-26,A,IN-FORCE,,12
22435,119,10600,90000.35,858,2020-02-07,E,IN-FORCE,,1
6866,0,10613,6250.0,476,2020-04-17,A,LAPSE,,1
39395,136,10637,25000.0,638,2020-06-27,E,IN-FORCE,,12
12812,115,10682,15000.0,448,2020-06-23,A,IN-FORCE,,12
38745,137,10684,33000.0,1182,2020-06-24,E,IN-FORCE,,12
5466,6,10688,2500000.0,259,2020-03-24,A,IN-FORCE,,1
30130,119,10696,90000.35,1060,2020-03-30,E,IN-FORCE,,1
23121,167,10705,125000.0,766,2020-02-21,E,IN-FORCE,,1
34442,139,10715,875000.0,1442,2020-05-30,E,CANCELED DURING COOLING OFF PERIOD,,12
25761,139,10719,25000.0,1225,2020-03-02,E,IN-FORCE,,12
18932,139,10742,500000.0,2150,2020-01-15,E,IN-FORCE,,12
21217,167,10743,250000.0,1123,2020-02-04,E,IN-FORCE,,12
35092,136,10765,792500.0,2749,2020-06-12,E,IN-FORCE,,1
22294,136,10778,675000.0,2568,2020-02-07,E,CANCELED DURING COOLING OFF PERIOD,,12
25394,154,10790,2000000.0,2425,2020-03-03,E,IN-FORCE,,1
22217,159,10791,1500000.0,2579,2020-02-11,E,IN-FORCE,,1
25308,165,10797,102762.5,1724,2020-03-12,E,IN-FORCE,,1
35627,154,10803,5000000.0,2251,2020-06-10,E,IN-FORCE,,12
26924,165,10805,250000.0,396,2020-04-10,E,IN-FORCE,,12
9046,41,10830,165000.0,1792,2020-05-29,A,IN-FORCE,,12
39611,136,10835,301500.0,2407,2020-06-27,E,IN-FORCE,,12
39086,136,10838,25000.0,2294,2020-06-26,E,IN-FORCE,,12
35645,166,10843,12500.0,567,2020-06-09,E,IN-FORCE,,12
38601,167,10844,12500.0,2642,2020-06-25,E,IN-FORCE,,6
36248,166,10866,250000.0,1332,2020-06-12,E,IN-FORCE,,1
13685,105,10870,52500.0,1078,2020-06-27,A,IN-FORCE,,12
8229,2,10883,50000.0,1406,2020-06-09,A,IN-FORCE,,12
35717,132,10885,375000.0,622,2020-06-09,E,IN-FORCE,,6
39571,136,10898,110550.0,857,2020-06-26,E,IN-FORCE,,12
3375,3,10899,125000.0,1364,2020-02-21,A,LAPSE,,1
33719,166,10905,125000.0,2874,2020-05-28,E,IN-FORCE,,12
32946,166,10913,250000.0,2386,2020-05-13,E,IN-FORCE,,12
35631,159,10916,1250000.0,663,2020-06-10,E,IN-FORCE,,1
31933,159,10917,1250000.0,442,2020-04-30,E,IN-FORCE,,6
6333,2,10919,125000.0,1256,2020-04-09,A,LAPSE,,1
17191,136,10925,60392.5,1465,2020-01-07,E,IN-FORCE,,12
16357,165,10938,800000.0,1101,2020-01-03,E,IN-FORCE,,12
37982,136,10953,90000.0,1280,2020-06-25,E,IN-FORCE,,1
1009,2,10954,250000.0,356,2020-01-20,A,IN-FORCE,,12
23651,167,10956,250000.0,2268,2020-02-26,E,IN-FORCE,,1
30245,127,10967,900000.0,910,2020-04-08,E,IN-FORCE,,12
24622,167,10977,125000.0,2080,2020-04-13,E,IN-FORCE,,1
30856,166,10978,250000.0,2032,2020-04-10,E,IN-FORCE,,1
24654,136,10989,25000.0,2935,2020-03-09,E,IN-FORCE,,12
31171,132,10997,437500.0,1472,2020-04-20,E,IN-FORCE,,12
17810,136,11000,165000.0,672,2020-01-03,E,IN-FORCE,,12
28579,136,11025,100725.0,1267,2020-03-16,E,IN-FORCE,,12
16713,166,11033,125000.0,267,2020-01-10,E,IN-FORCE,,1
525,33,11040,6268393.15,442,2020-06-24,A,IN-FORCE,,12
5447,2,11042,50000.0,1748,2020-06-04,A,IN-FORCE,,12
26715,167,11050,125000.0,1170,2020-03-16,E,IN-FORCE,,1
36555,136,11059,100500.0,2192,2020-06-15,E,IN-FORCE,,12
36558,136,11059,100500.0,1650,2020-06-15,E,IN-FORCE,,12
6487,2,11082,50000.0,1060,2020-04-21,A,IN-FORCE,,1
15248,116,11088,125000.0,2046,2020-03-30,E,IN-FORCE,,6
10185,2,11097,50000.0,583,2020-06-09,A,IN-FORCE,,12
6560,7,11106,50000.0,2090,2020-04-20,A,IN-FORCE,,12
30165,139,11112,25000.0,2166,2020-03-31,E,SURRENDERED,2020-11-10,1
21645,119,11122,150000.0,1569,2020-01-31,E,IN-FORCE,,12
32755,165,11142,175000.0,1240,2020-05-18,E,IN-FORCE,,1
24537,135,11149,650000.0,404,2020-02-20,E,IN-FORCE,,12
20784,128,11161,675000.0,600,2020-01-23,E,IN-FORCE,,12
38408,136,11172,27000.0,827,2020-06-26,E,IN-FORCE,,1
6398,97,11185,500000.0,256,2020-04-10,A,IN-FORCE,,12
24190,167,11186,250000.0,1548,2020-02-20,E,IN-FORCE,,1
1200,33,11190,750011.35,2925,2020-02-29,A,IN-FORCE,,12
38319,121,11195,109557.6,1056,2020-06-25,E,IN-FORCE,,12
35694,119,11210,90000.0,2925,2020-06-11,E,IN-FORCE,,12
8435,17,11213,500.0,854,2020-05-13,A,IN-FORCE,,12
10274,27,11236,62500.0,2973,2020-06-03,A,IN-FORCE,,12
25777,136,11244,25000.0,573,2020-02-29,E,IN-FORCE,,12
27059,166,11290,125000.0,1364,2020-03-04,E,IN-FORCE,,1
10437,88,11297,50000.0,2560,2020-06-22,A,IN-FORCE,,12
27532,136,11302,256230.0,2879,2020-03-10,E,IN-FORCE,,1
12057,2,11303,50000.0,2519,2020-06-20,A,IN-FORCE,,12
27529,167,11306,250000.0,1415,2020-03-17,E,IN-FORCE,,12
16772,136,11313,128125.0,2474,2020-03-06,E,IN-FORCE,,12
