CLIENT_CODE,AGE,MARITAL_STATUS,GENDER,INCOME,POSTCODE,LASTUPDATE,
4861,B,M,F,36000,10470,9/3/2023,
4862,E,M,M,50000,76300,7/1/2020,
4887,C,M,M,48000,41250,4/8/2022,
4888,C,M,F,120000,11500,25/1/2021,
4897,B,M,M,60000,68100,3/5/2023,
4918,D,M,M,50000,76300,12/1/2021,
4923,D,M,F,36000,11500,9/2/2022,
4932,E,M,F,48000,41250,7/8/2020,
4933,C,M,M,36000,81100,2/11/2021,
4936,C,S,M,48000,51200,24/11/2022,
4947,B,M,F,84000,75000,15/8/2021,
4955,D,M,F,50000,76300,11/1/2023,
4957,C,D,F,48000,76300,12/5/2020,
4961,E,M,M,108000,50450,7/4/2022,
4971,C,M,M,48000,52000,20/11/2020,
4972,D,M,M,36000,41400,17/9/2021,
4973,C,M,F,48000,50450,5/8/2022,
4984,C,M,M,36000,75000,15/7/2022,
4992,C,M,F,250000,42000,21/2/2020,
4994,D,M,F,36000,68100,15/11/2022,
4995,C,M,F,500000,10470,10/4/2023,
5000,D,M,F,84000,68100,12/3/2022,
5003,B,S,F,48000,41400,11/10/2021,
5018,A,S,M,0,11500,28/11/2020,
5023,D,S,M,500000,11500,3/6/2023,
5025,D,M,M,72000,81100,25/8/2021,
5027,E,M,F,48000,10470,23/2/2021,
5035,C,M,M,36000,42000,12/4/2020,
5035,C,M,M,60000,41250,10/1/2020,
5054,D,M,M,50000,81100,29/4/2021,
5078,E,M,F,48000,52000,2/7/2020,
5087,D,M,M,250000,10470,3/1/2023,
5089,B,M,M,48000,11500,9/3/2021,
5090,C,D,F,500000,68100,12/5/2020,
5093,C,D,F,36000,47400,7/5/2021,
5097,B,M,F,108000,41200,13/2/2020,
5116,B,S,F,84000,42000,22/5/2023,
5138,C,M,F,60000,76300,8/3/2023,
5144,D,M,F,36000,75000,16/2/2023,
5152,B,S,F,120000,11500,18/11/2021,
5160,C,M,M,250000,41400,29/6/2021,
5165,D,M,F,48000,76300,24/6/2022,
5182,D,M,M,48000,81100,30/9/2022,
5184,E,M,F,48000,68100,20/1/2023,
5189,B,S,F,100000,68100,12/6/2022,
5212,C,M,F,84000,50450,24/6/2021,
5218,C,M,M,36000,41400,8/5/2022,
5236,D,M,F,36000,41200,26/6/2020,
5240,D,M,F,48000,41200,18/6/2020,
5245,C,S,M,100000,52000,20/9/2020,
5253,C,M,M,60000,50450,27/6/2020,
5260,B,S,M,36000,10470,31/8/2022,
5265,C,M,M,60000,42000,10/12/2020,
5277,E,S,M,50000,81100,24/7/2021,
5294,C,S,F,120000,51200,19/1/2021,
5295,B,S,M,60000,51200,7/7/2022,
5299,B,M,F,84000,51200,20/3/2021,
5310,D,M,F,250000,51200,31/8/2022,
5321,B,M,M,60000,10470,15/6/2021,
5324,C,M,M,36000,50450,24/10/2022,
5325,D,M,M,36000,41250,3/5/2022,
5328,E,M,M,500000,81100,11/10/2020,
5331,D,M,F,84000,11500,19/5/2021,
5332,C,M,F,36000,75000,19/3/2022,
5335,D,M,M,500000,41400,23/9/2022,
5340,B,S,F,60000,68100,29/5/2021,
5357,B,M,M,250000,51200,21/12/2022,
5362,D,M,F,500000,50450,11/7/2020,
5368,C,M,F,250000,76300,14/3/2022,
5378,D,M,M,60000,75000,28/11/2020,
5392,D,S,M,108000,75000,4/8/2021,
5403,D,M,F,60000,41250,13/2/2022,
5409,C,M,M,50000,11500,16/8/2021,
5410,C,M,M,500000,81100,16/2/2021,
5414,C,S,F,48000,81100,26/5/2023,
5421,D,M,M,84000,41200,24/6/2022,
5422,C,M,M,48000,41400,14/5/2023,
5455,B,S,F,500000,52000,6/2/2023,
5464,C,S,F,100000,41400,3/1/2020,
5473,C,M,M,72000,10470,25/1/2022,
5476,D,S,M,60000,50450,23/1/2022,
5479,E,M,F,48000,10470,27/3/2022,
5481,C,S,F,48000,68100,20/2/2022,
5497,B,S,M,60000,41400,7/12/2022,
5501,C,M,F,48000,80300,14/11/2022,
5520,D,M,M,60000,41250,22/4/2023,
5541,D,S,M,48000,68100,24/6/2020,
5543,C,M,F,60000,80300,30/6/2023,
5544,C,M,F,48000,42000,9/2/2023,
5571,C,M,M,36000,68100,7/8/2022,
5631,C,M,F,250000,81100,15/11/2020,
5645,C,M,F,250000,75000,8/5/2023,
5649,D,M,M,48000,10470,12/8/2022,
5662,D,M,F,100000,10470,29/5/2022,
5664,C,S,F,60000,51200,7/10/2022,
5670,D,M,M,48000,41400,8/2/2020,
5672,B,S,M,48000,76300,28/2/2023,
5684,C,M,M,84000,41250,23/9/2020,
5698,E,M,M,60000,80300,29/3/2020,
5702,D,M,F,60000,52000,31/3/2021,
5713,B,M,F,48000,52000,16/10/2020,
5718,D,S,M,48000,52000,6/4/2023,
5723,C,M,F,60000,50450,14/11/2020,
5732,B,S,F,60000,51200,30/5/2023,
5738,C,M,F,36000,80300,24/5/2021,
5776,C,S,M,108000,76300,1/10/2020,
5781,D,M,M,60000,76300,24/4/2021,
5789,C,M,F,36000,11500,24/6/2023,
5798,D,M,M,108000,76300,23/11/2022,
5807,C,M,M,108000,11500,26/4/2021,
5817,C,M,F,108000,75000,15/9/2021,
5841,E,M,M,72000,11500,20/7/2020,
5845,B,M,F,250000,68100,10/10/2021,
5848,D,M,F,48000,80300,26/3/2021,
5854,C,M,M,250000,75000,31/1/2021,
5855,C,S,M,48000,10470,30/5/2020,
5862,B,S,F,108000,41250,4/11/2020,
5866,C,M,F,48000,41250,6/6/2022,
5867,E,M,M,36000,41250,11/2/2020,
5869,C,M,M,100000,52000,13/1/2023,
5884,B,S,M,250000,10470,11/12/2021,
5890,C,M,F,500000,41400,25/2/2023,
5891,E,W,F,250000,75000,18/2/2020,
5893,D,M,F,36000,47400,24/7/2020,
5899,C,M,M,48000,42000,23/12/2020,
5899,C,M,M,108000,10470,10/9/2022,
5908,C,M,M,50000,42000,29/6/2020,
5924,C,M,F,48000,75000,20/12/2021,
5928,C,S,F,60000,41250,11/3/2020,
5942,C,M,M,48000,68100,13/2/2020,
5956,E,S,F,48000,41250,25/9/2022,
5964,C,M,F,36000,42000,10/9/2021,
5969,C,S,F,48000,76300,23/11/2022,
6010,C,M,F,100000,42000,9/2/2023,
6034,C,M,F,120000,41200,9/11/2021,
6034,C,M,F,48000,76300,8/2/2021,
6038,C,M,M,108000,51200,27/6/2023,
6044,C,M,F,108000,50450,11/12/2020,
6045,B,M,F,250000,76300,17/8/2022,
6051,B,S,M,60000,81100,15/1/2022,
6055,E,M,M,108000,10470,25/1/2021,
6062,D,S,F,500000,50450,8/7/2022,
6067,C,M,M,84000,68100,7/2/2023,
6070,B,M,M,120000,52000,10/6/2020,
6100,D,M,M,60000,52000,25/2/2021,
6107,C,M,F,50000,11500,27/10/2020,
6107,C,M,F,50000,42000,17/6/2021,
6109,C,M,F,500000,42000,9/3/2022,
6110,D,D,M,250000,42000,9/9/2021,
6121,B,S,M,50000,51200,20/2/2022,
6123,D,M,F,108000,42000,2/11/2020,
6134,C,M,M,120000,80300,7/11/2021,
6137,C,M,F,60000,76300,20/6/2020,
6138,C,M,M,108000,52000,27/2/2021,
6140,C,M,M,50000,47400,23/9/2021,
6144,B,S,M,100000,10470,22/6/2023,
6152,D,M,F,500000,75000,16/5/2020,
6159,D,M,M,60000,81100,17/11/2022,
6167,E,M,M,48000,68100,25/7/2022,
6169,C,M,M,36000,80300,10/4/2023,
6177,C,S,F,48000,41400,7/9/2022,
6180,B,S,F,100000,42000,25/4/2023,
6185,E,M,F,36000,51200,22/6/2020,
6207,C,S,M,60000,68100,13/9/2022,
6208,D,M,F,100000,41200,9/5/2021,
6212,C,M,F,36000,11500,12/10/2020,
6221,D,M,M,48000,41250,8/8/2020,
6227,C,S,F,48000,41400,27/2/2023,
6228,D,M,F,250000,75000,9/2/2022,
6229,D,M,M,36000,41250,27/2/2023,
6231,C,M,M,48000,41200,29/9/2020,
6245,C,M,M,72000,52000,2/2/2022,
6253,B,M,F,50000,10470,31/5/2022,
6254,D,M,F,36000,47400,27/2/2021,
6260,B,S,M,50000,80300,13/9/2020,
6262,B,S,M,60000,76300,22/4/2021,
6274,B,S,F,120000,81100,23/4/2023,
6279,C,W,F,48000,47400,18/2/2020,
6288,B,D,F,60000,42000,9/2/2022,
6293,E,M,M,250000,75000,24/1/2023,
6294,C,M,F,50000,41250,25/1/2020,
6299,C,M,F,108000,41250,24/3/2022,
6300,E,M,F,60000,75000,17/11/2020,
6301,B,S,F,100000,68100,14/1/2023,
6303,C,M,M,60000,10470,22/1/2022,
6303,C,M,M,84000,10470,3/6/2023,
6316,B,S,M,72000,68100,21/6/2020,
6317,C,D,F,100000,51200,20/6/2022,
6331,D,M,F,108000,11500,21/7/2020,
6336,B,S,F,250000,41200,2/12/2022,
6338,B,S,F,84000,68100,8/10/2022,
6341,D,M,M,72000,11500,16/4/2023,
6346,B,S,M,500000,50450,25/12/2021,
6353,B,S,F,60000,75000,6/4/2021,
6361,C,M,F,72000,11500,6/10/2022,
6362,D,M,M,48000,52000,1/8/2020,
6369,B,S,F,36000,50450,6/1/2021,
6376,C,S,M,500000,76300,9/5/2020,
6383,C,M,M,48000,81100,29/12/2022,
6384,E,M,F,48000,80300,19/7/2021,
6386,D,S,M,60000,41200,19/10/2022,
6392,E,M,F,60000,51200,16/9/2020,
6426,C,M,F,60000,41400,22/12/2021,
6431,D,M,F,500000,51200,5/10/2022,
6432,C,M,M,120000,47400,11/10/2022,
6440,C,S,F,48000,41250,14/1/2022,
6450,D,M,F,108000,51200,12/12/2020,
6463,E,D,F,36000,11500,14/5/2020,
6491,E,M,F,48000,42000,20/3/2021,
6494,B,S,M,72000,50450,14/8/2021,
6502,B,S,F,48000,10470,16/2/2021,
6507,C,M,F,84000,10470,23/2/2022,
6523,E,M,M,48000,41400,13/7/2020,
6539,C,M,F,36000,52000,21/2/2021,
6540,D,M,M,84000,81100,11/9/2020,
6540,D,M,M,60000,50450,29/9/2020,
6552,B,M,M,50000,11500,29/1/2022,
6556,C,M,M,48000,81100,18/11/2022,
6557,E,S,M,250000,76300,4/9/2020,
6558,D,M,F,500000,11500,14/2/2021,
6559,C,S,F,72000,80300,28/1/2022,
6561,C,M,M,48000,68100,16/10/2020,
6573,D,M,M,84000,41400,9/11/2021,
6592,B,M,M,72000,52000,3/5/2021,
6599,D,S,M,72000,52000,3/4/2022,
6622,C,D,F,100000,41400,12/1/2021,
6626,B,S,F,250000,42000,27/5/2023,
6630,E,M,M,500000,11500,17/5/2020,
6635,C,M,M,500000,41250,2/9/2021,
6642,D,M,F,36000,68100,25/4/2020,
6644,D,S,M,48000,41200,3/10/2022,
6655,C,S,M,48000,51200,14/9/2021,
6663,D,S,F,36000,76300,20/8/2022,
6670,C,M,F,48000,41400,20/4/2022,
6678,E,S,F,36000,10470,3/11/2021,
6687,C,M,F,100000,51200,27/5/2023,
6696,C,M,F,48000,51200,16/9/2022,
6709,C,S,M,48000,51200,22/5/2023,
6714,D,M,F,500000,75000,24/1/2020,
6718,D,M,F,36000,41200,11/1/2023,
6722,B,S,M,84000,50450,27/6/2022,
6739,C,M,M,250000,68100,15/2/2021,
6749,D,M,F,250000,68100,14/10/2022,
6766,E,M,F,48000,68100,7/10/2021,
6770,D,M,F,48000,11500,17/7/2020,
6774,C,R,F,500000,51200,28/9/2022,
6787,D,M,M,50000,11500,8/3/2021,
6805,C,M,M,500000,50450,26/2/2020,
6814,D,M,M,100000,11500,7/3/2020,
6827,D,M,M,72000,68100,3/2/2022,
6838,B,S,F,60000,51200,13/10/2020,
6842,C,M,M,84000,10470,25/6/2023,
6843,C,M,F,100000,81100,24/10/2022,
6845,D,S,M,500000,51200,17/7/2021,
6850,B,S,F,48000,75000,30/3/2023,
6857,B,S,M,36000,10470,9/5/2020,
6868,C,S,M,108000,75000,15/10/2022,
6877,D,S,M,100000,10470,8/2/2022,
6888,B,S,F,50000,41200,6/3/2022,
6894,B,S,M,50000,47400,25/1/2023,
6900,B,S,F,60000,68100,26/12/2022,
6918,B,S,F,108000,76300,1/2/2023,
6935,C,M,M,48000,51200,9/5/2022,
6942,C,M,F,48000,41200,29/6/2021,
6957,C,M,F,500000,52000,24/1/2023,
6966,D,M,M,72000,76300,24/11/2022,
6967,D,M,M,60000,41200,12/5/2021,
6972,D,M,F,108000,80300,3/6/2022,
6992,D,M,M,50000,81100,27/7/2021,
7001,C,S,M,84000,51200,4/1/2023,
7013,D,M,M,48000,11500,30/1/2023,
7017,D,M,M,72000,42000,11/2/2023,
7023,C,M,F,108000,76300,20/8/2021,
7033,E,M,F,120000,11500,17/8/2022,
7047,B,S,M,84000,52000,16/6/2020,
7051,B,M,F,72000,10470,12/4/2023,
7063,D,S,F,50000,52000,27/3/2021,
7065,C,M,F,60000,76300,11/8/2022,
7072,B,S,M,36000,41400,8/3/2020,
7082,E,M,F,108000,51200,30/12/2022,
7086,D,M,F,100000,10470,7/11/2020,
7091,B,S,M,100000,41250,27/3/2023,
7093,E,W,F,60000,52000,21/5/2023,
7097,C,M,F,108000,11500,2/4/2023,
7137,B,S,M,36000,41250,14/9/2022,
7148,C,M,F,50000,10470,27/4/2023,
7158,C,M,M,50000,41200,29/7/2021,
7160,E,M,F,36000,42000,10/10/2021,
7171,D,M,M,84000,47400,5/12/2021,
7175,D,D,F,500000,42000,3/8/2022,
7176,E,D,F,36000,41400,3/12/2022,
7225,E,M,F,500000,41250,27/12/2020,
7228,C,S,F,108000,11500,16/9/2022,
7229,B,S,F,60000,68100,20/3/2020,
7237,D,S,F,36000,80300,22/8/2020,
7250,B,S,F,72000,51200,2/2/2022,
7258,E,M,F,48000,11500,18/6/2021,
7264,C,M,F,500000,50450,10/1/2021,
7266,E,S,F,60000,52000,28/3/2020,
7269,C,M,F,36000,50450,23/6/2022,
7283,C,S,M,72000,51200,11/5/2020,
7284,B,S,M,108000,75000,26/7/2020,
7289,C,M,F,50000,11500,23/6/2020,
7292,C,M,F,60000,41200,27/7/2021,
7294,D,M,M,48000,52000,7/12/2020,
7294,D,M,M,50000,41250,25/10/2021,
7297,E,S,F,500000,41250,20/6/2021,
7300,C,M,F,48000,50450,8/12/2020,
7307,B,S,M,72000,41200,16/2/2023,
7340,C,M,M,48000,41400,23/11/2021,
7358,C,M,M,84000,76300,7/3/2023,
7359,C,S,F,48000,10470,17/8/2022,
7360,C,M,F,50000,50450,4/2/2020,
7361,E,S,M,48000,41200,29/1/2023,
7370,D,M,F,36000,68100,2/1/2021,
7389,E,M,F,60000,50450,21/8/2020,
7393,D,M,F,48000,41200,21/7/2020,
7400,B,S,M,36000,68100,28/8/2022,
7415,B,M,F,250000,75000,18/4/2023,
7430,D,M,M,120000,11500,28/4/2022,
7433,B,S,M,500000,11500,7/9/2020,
7448,B,M,F,36000,10470,4/6/2023,
7450,C,S,F,48000,47400,28/3/2022,
7464,D,M,M,60000,41250,7/4/2023,
7475,C,S,F,36000,80300,6/12/2021,
7476,D,S,F,60000,50450,25/4/2021,
7478,D,D,F,36000,51200,22/2/2022,
7480,C,M,M,36000,41400,3/6/2021,
7483,E,M,F,36000,76300,16/6/2023,
7504,C,S,M,250000,75000,28/11/2022,
7519,B,M,F,48000,81100,4/5/2023,
7535,C,S,M,84000,42000,5/7/2020,
7553,E,M,F,72000,41200,31/12/2020,
7562,C,M,F,50000,52000,16/11/2021,
7568,B,M,F,500000,80300,13/9/2022,
7581,C,M,F,48000,41400,20/9/2020,
7590,E,M,F,250000,81100,13/1/2023,
7595,A,S,M,0,41200,4/3/2023,
7605,C,M,M,120000,11500,19/11/2022,
7612,B,S,M,48000,81100,31/10/2021,
7614,B,M,F,36000,50450,7/12/2021,
7644,E,M,M,60000,10470,15/2/2020,
7682,B,M,F,36000,52000,5/7/2022,
7717,C,M,M,48000,52000,18/2/2020,
7739,B,S,M,36000,41200,5/5/2023,
7778,E,M,M,100000,47400,11/5/2022,
7779,C,S,M,60000,81100,20/3/2020,
7787,C,D,M,120000,68100,29/8/2020,
7788,B,S,M,120000,50450,2/11/2020,
7795,B,S,F,50000,47400,7/10/2020,
7809,C,M,F,48000,52000,20/11/2020,
7825,C,S,F,36000,41250,14/3/2023,
7835,C,M,F,60000,68100,23/5/2020,
7842,C,M,F,48000,68100,17/5/2021,
7845,B,S,M,50000,75000,19/7/2020,
7850,C,M,M,72000,41400,26/1/2020,
7851,D,S,M,120000,68100,2/7/2021,
7853,B,S,F,108000,42000,19/5/2021,
7871,C,M,M,48000,52000,1/10/2022,
7875,C,M,F,250000,50450,22/11/2022,
7876,C,S,M,100000,41400,21/6/2021,
7881,C,S,M,100000,42000,4/5/2023,
7908,C,M,M,36000,42000,2/4/2021,
7910,D,M,F,50000,52000,29/7/2020,
7920,D,M,F,36000,76300,24/1/2023,
7932,C,M,M,500000,41400,29/12/2020,
7936,B,S,F,108000,41250,12/7/2021,
7956,C,M,M,48000,10470,28/10/2022,
7964,B,M,F,60000,76300,11/11/2020,
7978,E,M,M,120000,81100,27/10/2022,
8000,C,M,F,36000,47400,30/9/2021,
8001,B,S,M,48000,41250,4/9/2021,
8006,C,S,M,50000,47400,11/1/2021,
8038,E,M,F,108000,80300,25/1/2020,
8039,B,S,M,108000,10470,30/9/2022,
8050,B,S,M,250000,41200,22/1/2021,
8051,B,S,M,108000,68100,20/6/2022,
8064,C,M,F,60000,75000,1/10/2021,
8077,E,M,F,36000,76300,29/1/2022,
8081,E,M,F,120000,41250,8/12/2021,
8087,B,M,F,250000,80300,26/11/2020,
8098,C,M,F,120000,50450,21/4/2020,
8099,C,M,M,250000,42000,26/8/2022,
8114,B,S,M,36000,52000,15/10/2021,
8117,D,M,F,48000,52000,1/6/2021,
8120,B,S,M,48000,75000,30/5/2023,
8124,B,S,M,500000,52000,30/1/2021,
8144,D,M,F,50000,41400,14/10/2020,
8170,E,M,M,48000,47400,23/5/2022,
8171,C,S,F,48000,51200,9/12/2021,
8175,B,S,F,84000,47400,13/1/2020,
8178,C,M,F,84000,80300,17/10/2022,
8186,C,M,F,72000,41200,30/8/2022,
8244,C,M,M,60000,47400,15/5/2021,
8255,C,M,M,36000,41250,1/10/2022,
8255,C,M,M,72000,75000,3/10/2022,
8259,B,M,M,108000,80300,12/3/2020,
8263,C,M,M,100000,80300,7/8/2022,
8301,B,M,F,500000,68100,23/11/2020,
8308,B,S,F,72000,52000,3/2/2023,
8312,C,M,M,500000,50450,29/11/2022,
8323,D,R,M,108000,41250,22/7/2021,
8324,B,S,F,50000,52000,22/2/2022,
8352,C,M,M,48000,50450,9/9/2022,
8362,D,M,M,36000,81100,29/12/2021,
8371,C,D,F,36000,68100,29/6/2021,
8383,B,S,F,60000,50450,28/5/2023,
8392,E,M,M,250000,80300,21/11/2022,
8399,D,M,M,72000,80300,30/11/2021,
8402,E,M,F,84000,80300,12/2/2021,
8415,C,S,F,84000,75000,20/5/2021,
8416,E,M,M,48000,42000,14/3/2022,
8454,B,S,F,48000,68100,30/1/2022,
8471,E,M,M,48000,51200,3/1/2023,
8484,B,M,F,48000,41250,28/5/2022,
8490,C,M,F,100000,81100,1/1/2020,
8494,C,M,M,108000,51200,22/10/2021,
8495,C,S,M,500000,75000,18/2/2023,
8501,B,S,F,100000,76300,14/2/2023,
8505,C,M,M,48000,80300,6/4/2023,
8518,B,M,M,50000,10470,16/9/2022,
8529,C,M,F,48000,76300,17/6/2023,
8531,C,M,M,120000,51200,2/6/2020,
8536,E,M,F,60000,50450,7/11/2022,
8546,D,M,F,36000,11500,1/1/2020,
8552,E,M,M,50000,81100,28/1/2021,
8568,D,M,F,36000,68100,14/4/2021,
8574,B,M,M,120000,76300,8/7/2021,
8577,C,M,F,500000,51200,23/4/2022,
8583,C,M,F,48000,41200,3/1/2021,
8584,C,M,M,84000,50450,25/3/2022,
8586,E,M,F,500000,41250,19/3/2021,
8588,C,M,F,36000,76300,9/5/2021,
8594,B,M,F,48000,41200,17/4/2023,
8596,C,M,M,108000,41200,27/4/2021,
8612,D,M,F,500000,50450,17/10/2021,
8615,E,M,M,250000,10470,20/5/2023,
8626,C,D,F,108000,10470,1/10/2022,
8643,E,S,M,84000,42000,21/5/2022,
8672,B,S,F,60000,80300,11/3/2020,
8678,B,S,M,48000,68100,29/5/2020,
8679,D,W,F,36000,52000,13/5/2022,
8679,D,W,F,500000,81100,27/10/2022,
8681,C,M,M,60000,76300,14/6/2021,
8684,C,M,F,60000,75000,21/7/2021,
8691,C,M,M,36000,41250,22/8/2020,
8712,B,S,F,36000,41400,20/4/2020,
8718,D,S,M,120000,50450,27/5/2023,
8723,B,M,M,500000,42000,17/8/2021,
8733,D,M,F,50000,41250,11/5/2022,
8737,D,M,M,120000,51200,18/7/2020,
8739,E,M,M,36000,10470,27/11/2020,
8741,C,M,M,84000,80300,19/5/2020,
8755,B,S,M,60000,80300,24/2/2021,
8761,C,M,F,500000,51200,31/7/2022,
8773,C,S,M,60000,51200,26/12/2021,
8775,B,S,F,60000,10470,13/3/2020,
8777,C,M,M,60000,41200,8/8/2021,
8789,D,M,F,48000,41400,17/3/2020,
8800,D,M,F,72000,52000,4/5/2023,
8837,D,M,F,120000,80300,1/4/2023,
8840,E,M,M,48000,68100,10/2/2021,
8864,B,S,F,60000,42000,23/7/2021,
8866,B,S,F,48000,41250,19/9/2022,
8878,B,S,F,48000,47400,30/11/2022,
8880,A,S,F,0,81100,9/7/2021,
8883,B,S,F,48000,11500,23/1/2021,
8899,B,S,F,120000,47400,31/12/2021,
8906,B,M,M,84000,80300,4/12/2022,
8914,B,D,F,120000,41200,14/5/2020,
8918,B,S,M,48000,81100,22/9/2021,
8921,C,M,F,48000,75000,21/6/2022,
8932,C,M,M,50000,50450,28/1/2022,
8937,B,S,M,50000,68100,1/8/2022,
8947,C,M,F,120000,81100,30/6/2022,
8949,D,M,M,60000,41200,6/11/2022,
8961,C,M,F,48000,11500,8/8/2022,
8988,C,M,F,60000,50450,7/7/2020,
8989,B,M,F,250000,81100,1/4/2020,
8991,C,M,M,60000,41400,27/2/2023,
9013,C,M,F,60000,41200,9/7/2021,
9022,D,S,M,500000,76300,24/3/2022,
9027,B,M,F,36000,47400,24/12/2022,
9030,C,M,M,48000,81100,15/9/2022,
9039,C,M,M,60000,52000,26/9/2021,
9040,B,S,M,60000,51200,10/9/2021,
9057,D,M,M,36000,68100,15/1/2020,
9061,B,S,M,500000,41400,20/9/2022,
9062,D,M,M,120000,80300,31/5/2020,
9066,D,M,F,60000,41400,20/4/2023,
9069,C,M,M,36000,47400,1/8/2020,
9073,B,D,F,36000,52000,8/6/2022,
9084,C,M,F,60000,80300,23/6/2020,
9106,C,M,M,48000,68100,10/4/2020,
9110,C,M,F,60000,76300,15/6/2020,
9131,D,S,F,250000,41200,16/1/2023,
9139,C,M,F,100000,68100,31/8/2022,
9162,B,S,M,500000,75000,30/10/2020,
9172,B,S,F,60000,41200,10/6/2020,
9183,C,M,M,50000,47400,9/6/2023,
9193,B,S,M,48000,76300,22/6/2023,
9195,C,S,M,48000,41250,2/1/2021,
9196,E,M,F,72000,81100,9/5/2021,
9207,D,M,F,48000,51200,25/1/2022,
9218,C,M,F,48000,52000,13/4/2020,
9220,B,S,F,36000,41400,28/11/2022,
9220,B,S,F,60000,51200,7/6/2020,
9224,C,M,M,60000,47400,29/5/2020,
9226,D,S,M,72000,10470,4/1/2022,
9229,B,S,F,36000,41400,9/10/2021,
9246,C,M,F,50000,41400,12/7/2022,
9247,C,S,F,100000,41400,16/7/2022,
9248,C,S,M,84000,47400,6/6/2022,
9256,C,S,M,36000,81100,23/5/2021,
9256,C,S,M,48000,42000,30/7/2022,
9256,C,S,M,48000,81100,3/3/2020,
9271,E,M,F,48000,50450,13/1/2020,
9273,C,S,F,36000,41250,22/2/2022,
9286,B,S,M,72000,50450,17/2/2020,
9289,C,M,F,36000,11500,17/1/2022,
9295,C,M,M,48000,47400,15/11/2020,
9320,C,M,M,108000,52000,22/9/2021,
9335,B,M,M,60000,47400,5/2/2020,
9341,B,S,M,500000,50450,7/5/2021,
9351,B,S,F,100000,52000,12/7/2022,
9363,C,S,M,72000,68100,12/3/2020,
9365,B,M,M,50000,75000,4/2/2020,
9366,D,M,M,48000,68100,9/7/2020,
9370,B,S,F,60000,80300,31/5/2022,
9374,D,D,F,120000,76300,30/6/2020,
9375,B,S,F,84000,51200,5/9/2021,
9379,C,M,F,50000,41200,23/6/2020,
9398,B,S,M,48000,81100,12/12/2020,
9413,C,M,F,48000,41400,24/1/2021,
9414,C,M,F,50000,52000,18/3/2023,
9428,C,S,M,108000,11500,17/9/2020,
9433,C,M,M,36000,51200,18/4/2023,
9440,E,M,M,108000,50450,18/3/2020,
9442,B,M,M,48000,52000,8/8/2021,
9447,E,M,F,100000,80300,17/4/2023,
9448,B,S,M,500000,10470,12/6/2023,
9448,B,S,M,48000,42000,4/11/2022,
9450,B,S,M,500000,68100,7/12/2022,
9451,E,M,F,50000,76300,15/2/2023,
9461,C,M,M,36000,42000,10/6/2020,
9471,B,S,F,500000,41250,10/3/2021,
9476,C,M,M,48000,75000,14/2/2022,
9485,C,S,M,48000,41250,8/2/2020,
9493,D,S,M,60000,50450,14/1/2023,
9504,B,S,M,500000,11500,28/5/2023,
9511,C,M,M,108000,50450,31/3/2022,
9527,C,M,M,72000,41400,16/5/2022,
9529,B,S,M,36000,41250,20/10/2022,
9532,C,M,F,48000,51200,16/1/2020,
9537,D,W,F,250000,41400,28/10/2021,
9538,B,S,M,100000,47400,2/10/2022,
9547,D,M,M,500000,10470,5/9/2020,
9560,E,M,M,250000,47400,30/10/2021,
9571,B,S,F,250000,50450,20/2/2020,
9577,B,S,F,84000,42000,18/12/2020,
9584,C,S,F,72000,52000,29/11/2021,
9589,B,S,M,48000,81100,4/4/2021,
9591,B,S,M,60000,75000,30/1/2022,
9595,B,M,F,50000,81100,31/8/2022,
9603,E,M,M,48000,52000,25/8/2021,
9618,B,M,F,250000,10470,24/2/2021,
9635,C,M,M,84000,50450,25/5/2022,
9638,B,S,F,48000,42000,10/12/2020,
9658,C,M,F,60000,41250,28/1/2023,
9659,B,S,F,36000,50450,25/12/2020,
9681,B,S,F,48000,80300,2/7/2022,
9684,C,S,M,60000,10470,27/5/2020,
9687,B,S,M,36000,41400,15/9/2020,
9691,B,S,F,50000,80300,21/2/2021,
9705,C,S,F,72000,76300,16/11/2022,
9706,B,S,F,250000,75000,10/2/2021,
9712,C,S,M,48000,41200,16/4/2023,
9719,D,M,F,84000,68100,6/10/2020,
9724,B,M,M,100000,41200,27/9/2021,
9729,C,M,M,72000,52000,18/7/2021,
9732,B,S,M,60000,52000,22/7/2020,
9740,B,S,F,120000,41200,25/12/2020,
9771,C,M,M,500000,42000,4/12/2021,
9776,C,M,M,60000,75000,29/11/2021,
9779,B,S,M,60000,50450,13/8/2022,
9786,C,S,M,36000,41250,24/12/2020,
9797,C,W,F,60000,51200,13/10/2020,
9802,B,S,M,48000,10470,19/4/2021,
9808,B,M,F,250000,81100,13/11/2020,
9814,B,S,F,108000,76300,10/11/2020,
9819,C,M,F,108000,41400,15/8/2022,
9838,C,M,M,84000,52000,25/12/2021,
9839,D,M,M,500000,42000,31/5/2022,
9844,C,M,F,250000,50450,24/5/2020,
9846,C,S,M,48000,75000,28/10/2022,
9861,B,S,M,108000,81100,12/10/2020,
9910,B,S,M,36000,41200,9/10/2020,
9921,B,S,F,100000,68100,31/10/2020,
9936,E,M,F,36000,41250,2/4/2023,
9939,D,M,M,50000,51200,27/2/2021,
9944,E,M,F,48000,51200,15/2/2020,
9955,C,M,M,36000,10470,20/11/2020,
9957,D,S,F,72000,81100,15/7/2021,
9966,B,S,F,500000,47400,13/6/2022,
9972,C,S,M,36000,81100,26/12/2020,
9980,C,M,M,60000,52000,27/11/2020,
