POLICY_NUMBER,PLAN_CODE,CLIENT_CODE,SUM_ASSURED,MODAL_PREMIUM,ISSUE_DATE,TYPE,POLICY_STATUS,SURRENDER_DATE,PAYMENT_MODE
24023,166,6376,175000,2579,2020-02-19 00:00:00,E,IN-FORCE,,1
8143,2,6383,50000,2169,2020-05-19 00:00:00,A,IN-FORCE,,1
31342,121,6384,54778.8,2120,2020-04-24 00:00:00,E,IN-FORCE,,12
35025,159,6386,1250000,856,2020-06-02 00:00:00,E,IN-FORCE,,1
30752,166,6392,25000,2610,2020-05-08 00:00:00,E,IN-FORCE,,1
4376,0,6426,6250,1946,2020-03-06 00:00:00,A,IN-FORCE,,1
22549,120,6431,54778.8,2805,2020-02-25 00:00:00,E,IN-FORCE,,12
7355,2,6432,50000,840,2020-05-18 00:00:00,A,IN-FORCE,,6
21186,151,6440,1540000,1946,2020-01-30 00:00:00,E,IN-FORCE,,12
21091,128,6450,1125000,1813,2020-01-30 00:00:00,E,IN-FORCE,,12
16668,167,6463,12500,1454,2020-02-03 00:00:00,E,IN-FORCE,,1
23487,126,6491,255000,2271,2020-02-21 00:00:00,E,IN-FORCE,,0
13542,2,6494,50000,1475,2020-06-27 00:00:00,A,IN-FORCE,,6
23494,126,6502,1200000,2659,2020-02-21 00:00:00,E,IN-FORCE,,0
37319,167,6507,75000,1983,2020-06-20 00:00:00,E,IN-FORCE,,1
37555,136,6523,25000,1866,2020-06-19 00:00:00,E,IN-FORCE,,12
15520,139,6539,180000,2896,2020-05-18 00:00:00,E,IN-FORCE,,1
3854,3,6540,125000,2683,2020-02-28 00:00:00,A,LAPSE,,1
3855,3,6540,125000,601,2020-02-28 00:00:00,A,LAPSE,,1
23963,167,6552,51785,2100,2020-03-04 00:00:00,E,IN-FORCE,,12
3123,19,6556,62500,1025,2020-02-19 00:00:00,A,IN-FORCE,,1
28041,136,6557,25000,662,2020-04-16 00:00:00,E,IN-FORCE,,12
16461,136,6558,45000,1283,2020-02-19 00:00:00,E,IN-FORCE,,1
4905,3,6559,125000,2822,2020-03-16 00:00:00,A,IN-FORCE,,1
27001,169,6561,450000,640,2020-03-10 00:00:00,E,IN-FORCE,,12
33936,136,6573,1500000,2840,2020-06-15 00:00:00,E,IN-FORCE,,12
2652,3,6592,125000,293,2020-02-10 00:00:00,A,IN-FORCE,,1
1141,22,6599,125000,1373,2020-02-18 00:00:00,A,IN-FORCE,,6
9877,80,6622,375,2808,2020-05-30 00:00:00,A,IN-FORCE,,12
3226,45,6626,500,606,2020-02-24 00:00:00,A,IN-FORCE,,12
16582,136,6630,25000,2352,2020-01-07 00:00:00,E,IN-FORCE,,12
13062,105,6635,12500,1655,2020-06-25 00:00:00,A,IN-FORCE,,12
19453,136,6642,72000,2584,2020-01-15 00:00:00,E,IN-FORCE,,6
223,43,6644,375,1754,2020-02-03 00:00:00,A,IN-FORCE,,6
7528,2,6655,50000,358,2020-04-29 00:00:00,A,IN-FORCE,,6
6966,26,6663,250000,1715,2020-04-21 00:00:00,A,IN-FORCE,,12
37120,167,6670,125000,1339,2020-06-22 00:00:00,E,IN-FORCE,,12
6693,115,6678,15000,1998,2020-04-17 00:00:00,A,IN-FORCE,,12
32615,166,6687,75000,1690,2020-05-13 00:00:00,E,IN-FORCE,,3
32085,167,6696,125000,1191,2020-05-13 00:00:00,E,IN-FORCE,,1
1108,6,6709,625000,1782,2020-01-13 00:00:00,A,IN-FORCE,,1
28994,167,6714,12500,1454,2020-04-15 00:00:00,E,IN-FORCE,,1
23148,157,6718,2500000,2078,2020-03-03 00:00:00,E,IN-FORCE,,12
17067,136,6722,25000,1575,2020-01-31 00:00:00,E,IN-FORCE,,6
29406,136,6739,25000,405,2020-03-31 00:00:00,E,IN-FORCE,,12
26185,165,6749,20000,255,2020-02-27 00:00:00,E,IN-FORCE,,1
38683,136,6766,202500,1866,2020-06-23 00:00:00,E,IN-FORCE,,12
19522,136,6770,25000,1469,2020-01-23 00:00:00,E,IN-FORCE,,1
34310,136,6774,360000,1733,2020-05-27 00:00:00,E,IN-FORCE,,1
25336,136,6787,500000,1311,2020-03-02 00:00:00,E,IN-FORCE,,12
37277,136,6805,300000,613,2020-06-17 00:00:00,E,IN-FORCE,,12
34324,132,6814,375000,1106,2020-06-10 00:00:00,E,IN-FORCE,,12
38365,136,6827,25000,842,2020-06-24 00:00:00,E,IN-FORCE,,12
7357,65,6838,500,2251,2020-04-28 00:00:00,A,IN-FORCE,,12
38105,136,6842,180000,455,2020-06-20 00:00:00,E,IN-FORCE,,1
27743,136,6843,25000,2537,2020-03-20 00:00:00,E,IN-FORCE,,12
9310,3,6845,125000,2019,2020-05-22 00:00:00,A,LAPSE,,1
12272,96,6850,250000,1048,2020-06-24 00:00:00,A,IN-FORCE,,12
11777,1,6857,6250,993,2020-06-16 00:00:00,A,IN-FORCE,,1
17246,136,6868,125000,2887,2020-01-03 00:00:00,E,IN-FORCE,,1
21419,168,6877,500000,959,2020-02-14 00:00:00,E,IN-FORCE,,12
13446,62,6888,500,2554,2020-06-27 00:00:00,A,IN-FORCE,,12
35554,136,6894,300000,1081,2020-06-23 00:00:00,E,IN-FORCE,,12
23240,167,6900,200000,1793,2020-05-20 00:00:00,E,IN-FORCE,,1
18326,167,6918,37500,372,2020-01-09 00:00:00,E,IN-FORCE,,12
39283,132,6935,150000,1331,2020-06-25 00:00:00,E,IN-FORCE,,12
24189,128,6942,675000,702,2020-02-20 00:00:00,E,IN-FORCE,,12
38418,136,6957,375000,693,2020-06-24 00:00:00,E,IN-FORCE,,12
39055,136,6966,187500,1774,2020-06-26 00:00:00,E,IN-FORCE,,12
15438,137,6967,22253.75,1960,2020-01-03 00:00:00,E,IN-FORCE,,12
8924,3,6972,125000,1256,2020-05-19 00:00:00,A,LAPSE,,1
19120,119,6992,1245000,2881,2020-01-29 00:00:00,E,IN-FORCE,,12
3302,97,7001,500000,568,2020-02-21 00:00:00,A,IN-FORCE,,12
29549,165,7013,50000,672,2020-03-25 00:00:00,E,IN-FORCE,,12
39433,166,7017,50000,2939,2020-06-28 00:00:00,E,IN-FORCE,,1
2175,41,7023,129375,560,2020-02-25 00:00:00,A,LAPSE,,1
32210,128,7033,450000,1949,2020-05-22 00:00:00,E,IN-FORCE,,12
11219,97,7047,500000,896,2020-06-15 00:00:00,A,IN-FORCE,,12
24997,136,7051,736250,2966,2020-05-13 00:00:00,E,IN-FORCE,,1
15371,165,7063,250000,417,2020-01-22 00:00:00,E,IN-FORCE,,1
392,105,7065,50000,1087,2020-01-02 00:00:00,A,LAPSE,,12
25681,136,7072,500000,278,2020-02-26 00:00:00,E,IN-FORCE,,12
2800,72,7082,1000,685,2020-02-18 00:00:00,A,IN-FORCE,,12
13157,111,7086,175000,360,2020-06-24 00:00:00,A,IN-FORCE,,1
24118,166,7091,19857.5,1048,2020-03-25 00:00:00,E,IN-FORCE,,6
3908,6,7093,187500,466,2020-02-29 00:00:00,A,IN-FORCE,,1
4067,2,7097,50000,2267,2020-03-03 00:00:00,A,IN-FORCE,,12
16845,167,7137,12500,601,2020-01-03 00:00:00,E,IN-FORCE,,1
22711,132,7148,240000,2546,2020-02-25 00:00:00,E,IN-FORCE,,1
35048,136,7158,25000,2928,2020-06-05 00:00:00,E,IN-FORCE,,12
38073,136,7160,25000,2571,2020-06-22 00:00:00,E,IN-FORCE,,12
15615,151,7171,2500000,2399,2020-01-06 00:00:00,E,IN-FORCE,,1
10082,115,7175,15000,1786,2020-06-02 00:00:00,A,IN-FORCE,,12
6993,96,7176,250000,653,2020-04-20 00:00:00,A,IN-FORCE,,12
37548,126,7225,150000,1793,2020-06-23 00:00:00,E,IN-FORCE,,0
33991,166,7228,275000,2319,2020-06-12 00:00:00,E,IN-FORCE,,1
9998,2,7229,50000,1691,2020-05-29 00:00:00,A,IN-FORCE,,1
2967,115,7237,20000,2917,2020-02-20 00:00:00,A,IN-FORCE,,12
19987,151,7250,1250000,2569,2020-02-18 00:00:00,E,IN-FORCE,,3
18917,167,7258,25000,1894,2020-03-30 00:00:00,E,IN-FORCE,,1
35745,119,7264,300000,841,2020-06-25 00:00:00,E,IN-FORCE,,12
33324,166,7266,75000,2358,2020-05-29 00:00:00,E,IN-FORCE,,1
32273,167,7269,47500,2253,2020-05-15 00:00:00,E,IN-FORCE,,12
28311,139,7283,1500000,2708,2020-03-17 00:00:00,E,IN-FORCE,,12
13751,0,7284,6250,1445,2020-06-26 00:00:00,A,IN-FORCE,,1
34025,136,7289,1050000,2380,2020-05-28 00:00:00,E,IN-FORCE,,12
36115,136,7292,180000,1953,2020-06-19 00:00:00,E,IN-FORCE,,1
27944,136,7294,70000,1943,2020-03-16 00:00:00,E,IN-FORCE,,12
39624,165,7294,250000,2507,2020-06-25 00:00:00,E,IN-FORCE,,12
8866,98,7297,1250000,2486,2020-05-30 00:00:00,A,IN-FORCE,,12
36181,136,7300,26687.5,2773,2020-06-15 00:00:00,E,IN-FORCE,,12
30198,167,7307,2500000,2933,2020-04-30 00:00:00,E,IN-FORCE,,1
25880,167,7340,250000,2311,2020-03-10 00:00:00,E,IN-FORCE,,1
10859,43,7358,375,2907,2020-06-29 00:00:00,A,IN-FORCE,,6
23724,136,7359,125000,1863,2020-02-20 00:00:00,E,IN-FORCE,,12
16986,138,7360,25000,830,2020-01-03 00:00:00,E,IN-FORCE,,1
33602,166,7361,75000,770,2020-06-18 00:00:00,E,IN-FORCE,,12
34376,165,7370,75000,2426,2020-05-28 00:00:00,E,IN-FORCE,,12
23754,120,7389,31665.725,447,2020-02-19 00:00:00,E,IN-FORCE,,1
38239,167,7393,12500,2206,2020-06-24 00:00:00,E,IN-FORCE,,1
22688,167,7400,125000,2710,2020-02-26 00:00:00,E,IN-FORCE,,1
24677,136,7415,90000,608,2020-02-27 00:00:00,E,IN-FORCE,,1
15201,116,7430,,2958,2020-02-07 00:00:00,E,IN-FORCE,,12
17734,165,7433,250000,1706,2020-01-13 00:00:00,E,IN-FORCE,,1
6437,2,7448,50000,2120,2020-04-20 00:00:00,A,LAPSE,,1
36628,167,7450,250000,1469,2020-06-19 00:00:00,E,IN-FORCE,,6
36744,165,7464,300000,1723,2020-06-29 00:00:00,E,IN-FORCE,,1
28701,136,7475,750000,1289,2020-03-17 00:00:00,E,IN-FORCE,,12
9756,105,7476,12500,592,2020-05-29 00:00:00,A,IN-FORCE,,1
15381,167,7478,25000,2842,2020-02-03 00:00:00,E,IN-FORCE,,1
30441,166,7480,25000,300,2020-04-06 00:00:00,E,IN-FORCE,,1
8417,105,7483,25000,914,2020-05-13 00:00:00,A,IN-FORCE,,12
30922,167,7504,125000,2343,2020-04-13 00:00:00,E,IN-FORCE,,12
24889,165,7519,125000,2014,2020-03-11 00:00:00,E,IN-FORCE,,1
38854,166,7535,1015000,2716,2020-06-26 00:00:00,E,IN-FORCE,,12
32619,167,7553,250000,781,2020-05-29 00:00:00,E,IN-FORCE,,12
11872,105,7562,12500,1380,2020-06-19 00:00:00,A,IN-FORCE,,12
3330,0,7568,6250,2776,2020-02-21 00:00:00,A,CANCELED DURING COOLING OFF PERIOD,,1
27537,136,7581,25000,1937,2020-03-13 00:00:00,E,IN-FORCE,,12
7390,80,7590,375,2297,2020-04-30 00:00:00,A,IN-FORCE,,12
23414,167,7595,250000,2100,2020-02-13 00:00:00,E,IN-FORCE,,1
21243,139,7605,562500,2248,2020-03-02 00:00:00,E,IN-FORCE,,12
34569,165,7612,125000,1075,2020-06-11 00:00:00,E,IN-FORCE,,1
37559,169,7614,250000,1300,2020-06-17 00:00:00,E,IN-FORCE,,1
26990,139,7644,500000,1937,2020-03-05 00:00:00,E,IN-FORCE,,1
18647,167,7682,250000,2217,2020-01-10 00:00:00,E,IN-FORCE,,1
10434,2,7717,50000,759,2020-06-11 00:00:00,A,LAPSE,,3
8937,0,7739,6250,2750,2020-05-19 00:00:00,A,IN-FORCE,,1
12355,0,7778,6250,1561,2020-06-19 00:00:00,A,LAPSE,,1
17249,136,7779,50000,235,2020-01-03 00:00:00,E,IN-FORCE,,1
39232,167,7787,50000,1900,2020-06-25 00:00:00,E,IN-FORCE,,3
18730,165,7788,412500,1244,2020-01-14 00:00:00,E,IN-FORCE,,1
19083,167,7795,200000,2859,2020-01-15 00:00:00,E,IN-FORCE,,1
30951,136,7809,75000,2776,2020-04-17 00:00:00,E,IN-FORCE,,1
9087,17,7825,500,1754,2020-05-20 00:00:00,A,IN-FORCE,,12
32007,167,7835,250000,1213,2020-05-04 00:00:00,E,IN-FORCE,,1
21034,154,7842,1250000,2442,2020-01-24 00:00:00,E,IN-FORCE,,1
18083,169,7845,250000,579,2020-01-09 00:00:00,E,IN-FORCE,,1
32643,136,7850,125000,909,2020-05-14 00:00:00,E,IN-FORCE,,1
27616,136,7851,150000,480,2020-03-06 00:00:00,E,IN-FORCE,,12
28154,136,7853,25000,1189,2020-03-12 00:00:00,E,IN-FORCE,,12
32457,167,7871,107832.5,1660,2020-06-18 00:00:00,E,IN-FORCE,,1
18102,136,7875,900000,387,2020-01-14 00:00:00,E,IN-FORCE,,1
37072,136,7876,300000,1202,2020-06-17 00:00:00,E,IN-FORCE,,12
11351,7,7881,55000,1978,2020-06-24 00:00:00,A,IN-FORCE,,12
7795,80,7908,375,492,2020-05-21 00:00:00,A,IN-FORCE,,12
22515,128,7910,675000,1619,2020-02-28 00:00:00,E,IN-FORCE,,12
15605,132,7920,3750000,2320,2020-03-17 00:00:00,E,IN-FORCE,,1
24838,136,7932,750000,1248,2020-02-25 00:00:00,E,IN-FORCE,,12
5352,6,7936,2500000,1843,2020-03-23 00:00:00,A,IN-FORCE,,1
24925,167,7956,12500,1401,2020-02-24 00:00:00,E,IN-FORCE,,1
35576,136,7964,45000,996,2020-06-13 00:00:00,E,IN-FORCE,,1
25529,120,7978,66508.5,2522,2020-02-28 00:00:00,E,IN-FORCE,,12
18834,139,8000,625000,2755,2020-01-13 00:00:00,E,IN-FORCE,,1
30544,165,8001,300000,1791,2020-04-03 00:00:00,E,IN-FORCE,,3
15834,165,8006,875000,1562,2020-01-03 00:00:00,E,IN-FORCE,,1
17389,120,8038,111514.2,1116,2020-01-03 00:00:00,E,IN-FORCE,,12
18429,159,8039,1625000,337,2020-01-16 00:00:00,E,IN-FORCE,,12
34858,136,8050,750000,2224,2020-06-02 00:00:00,E,IN-FORCE,,6
24817,132,8051,247500,618,2020-03-12 00:00:00,E,IN-FORCE,,3
20361,139,8064,150000,2051,2020-02-17 00:00:00,E,SURRENDERED,2020-09-08 00:00:00,1
10075,2,8077,50000,385,2020-05-30 00:00:00,A,IN-FORCE,,1
7595,2,8081,50000,1806,2020-05-06 00:00:00,A,IN-FORCE,,1
35192,167,8087,45000,501,2020-06-04 00:00:00,E,IN-FORCE,,1
16030,167,8098,175000,2651,2020-01-16 00:00:00,E,IN-FORCE,,1
37118,167,8099,50000,2949,2020-06-23 00:00:00,E,IN-FORCE,,12
34994,165,8114,250000,887,2020-06-10 00:00:00,E,IN-FORCE,,1
22837,128,8117,675000,2534,2020-02-17 00:00:00,E,IN-FORCE,,12
36654,167,8120,25000,978,2020-06-16 00:00:00,E,IN-FORCE,,1
19637,165,8124,125000,1476,2020-01-20 00:00:00,E,IN-FORCE,,1
8398,2,8144,50000,2564,2020-05-20 00:00:00,A,IN-FORCE,,1
21559,167,8170,25000,2435,2020-02-28 00:00:00,E,IN-FORCE,,12
28143,167,8171,250000,1826,2020-03-23 00:00:00,E,IN-FORCE,,1
37318,167,8175,125000,1387,2020-06-22 00:00:00,E,IN-FORCE,,12
30117,167,8178,125000,1679,2020-03-30 00:00:00,E,IN-FORCE,,1
37000,136,8186,45000,1730,2020-06-23 00:00:00,E,IN-FORCE,,12
15974,136,8244,25000,2700,2020-01-15 00:00:00,E,IN-FORCE,,12
13205,105,8255,80000,496,2020-06-25 00:00:00,A,IN-FORCE,,12
13236,45,8255,500,2093,2020-06-24 00:00:00,A,IN-FORCE,,12
8327,2,8259,50000,337,2020-05-18 00:00:00,A,IN-FORCE,,3
26372,158,8263,2500000,1354,2020-02-29 00:00:00,E,IN-FORCE,,1
34022,167,8301,250000,2518,2020-05-30 00:00:00,E,IN-FORCE,,1
36518,165,8308,250000,1949,2020-06-19 00:00:00,E,IN-FORCE,,1
30807,167,8312,625000,2963,2020-04-22 00:00:00,E,IN-FORCE,,12
13407,105,8323,12500,1544,2020-06-27 00:00:00,A,IN-FORCE,,1
893,2,8324,50000,2886,2020-01-23 00:00:00,A,LAPSE,,1
22689,159,8352,1250000,2980,2020-02-11 00:00:00,E,IN-FORCE,,6
10994,2,8362,50000,1157,2020-06-10 00:00:00,A,IN-FORCE,,1
17248,136,8371,50000,435,2020-01-03 00:00:00,E,IN-FORCE,,1
12989,41,8383,78700,291,2020-06-26 00:00:00,A,IN-FORCE,,12
10281,105,8392,12500,2680,2020-06-18 00:00:00,A,IN-FORCE,,1
7580,2,8399,50000,853,2020-04-30 00:00:00,A,IN-FORCE,,12
10588,26,8402,62500,2333,2020-06-05 00:00:00,A,IN-FORCE,,1
19018,139,8415,1150000,1734,2020-01-22 00:00:00,E,IN-FORCE,,1
35624,137,8416,25000,2923,2020-06-05 00:00:00,E,IN-FORCE,,12
11063,2,8454,50000,440,2020-06-12 00:00:00,A,IN-FORCE,,12
31747,136,8471,405000,2169,2020-04-29 00:00:00,E,IN-FORCE,,12
17254,167,8484,62500,1200,2020-01-31 00:00:00,E,IN-FORCE,,1
26441,158,8490,2500000,635,2020-03-06 00:00:00,E,IN-FORCE,,1
8408,115,8494,30000,1431,2020-05-18 00:00:00,A,IN-FORCE,,12
28577,136,8495,937500,841,2020-03-31 00:00:00,E,IN-FORCE,,12
12058,108,8501,120000,2480,2020-06-26 00:00:00,A,IN-FORCE,,12
24915,120,8505,109557.6,1340,2020-02-24 00:00:00,E,IN-FORCE,,12
25490,165,8518,375000,1174,2020-02-25 00:00:00,E,IN-FORCE,,12
21042,159,8529,1250000,742,2020-02-04 00:00:00,E,IN-FORCE,,12
17735,165,8531,30000,578,2020-01-09 00:00:00,E,IN-FORCE,,1
35016,136,8536,305937.5,2965,2020-06-05 00:00:00,E,IN-FORCE,,12
37232,136,8546,25000,463,2020-06-16 00:00:00,E,IN-FORCE,,12
38396,136,8552,25000,2280,2020-06-25 00:00:00,E,IN-FORCE,,12
18585,119,8568,225000,2633,2020-01-08 00:00:00,E,IN-FORCE,,12
30576,165,8574,125000,2721,2020-04-14 00:00:00,E,IN-FORCE,,1
36398,136,8577,90000,1755,2020-06-11 00:00:00,E,IN-FORCE,,12
34767,167,8583,150000,2254,2020-05-30 00:00:00,E,IN-FORCE,,1
25174,167,8584,300000,1846,2020-02-28 00:00:00,E,IN-FORCE,,1
39659,136,8586,25000,884,2020-06-26 00:00:00,E,IN-FORCE,,12
22254,151,8588,1395000,2646,2020-02-12 00:00:00,E,IN-FORCE,,6
8794,105,8594,125000,2367,2020-05-21 00:00:00,A,IN-FORCE,,12
16850,118,8596,125000,1852,2020-01-14 00:00:00,E,IN-FORCE,,0
25598,136,8612,75000,2005,2020-02-28 00:00:00,E,IN-FORCE,,12
31294,136,8615,25000,2327,2020-04-21 00:00:00,E,IN-FORCE,,12
5023,43,8626,375,247,2020-03-25 00:00:00,A,IN-FORCE,,12
10381,114,8643,75000,2024,2020-06-20 00:00:00,A,IN-FORCE,,12
22477,139,8672,760250,2822,2020-02-13 00:00:00,E,IN-FORCE,,12
10494,3,8678,125000,1467,2020-06-04 00:00:00,A,IN-FORCE,,1
38048,136,8679,375000,856,2020-06-24 00:00:00,E,IN-FORCE,,12
38054,136,8679,375000,232,2020-06-23 00:00:00,E,IN-FORCE,,12
20578,167,8681,250000,2431,2020-01-22 00:00:00,E,IN-FORCE,,1
29261,136,8684,25000,968,2020-04-06 00:00:00,E,IN-FORCE,,12
19725,167,8691,162500,1272,2020-01-17 00:00:00,E,IN-FORCE,,12
32888,165,8712,200000,966,2020-05-14 00:00:00,E,IN-FORCE,,3
5349,96,8718,250000,854,2020-03-26 00:00:00,A,IN-FORCE,,12
18737,167,8723,125000,1905,2020-01-23 00:00:00,E,IN-FORCE,,1
33131,128,8733,2250000,1903,2020-05-29 00:00:00,E,IN-FORCE,,12
1203,41,8737,750000,1088,2020-01-22 00:00:00,A,IN-FORCE,,12
18185,167,8739,25000,521,2020-02-03 00:00:00,E,IN-FORCE,,1
13298,17,8741,500,1247,2020-06-27 00:00:00,A,IN-FORCE,,6
13550,2,8755,50000,1242,2020-06-26 00:00:00,A,CANCELED DURING COOLING OFF PERIOD,,1
33423,167,8761,250000,1535,2020-05-28 00:00:00,E,IN-FORCE,,12
18963,159,8773,1750000,1617,2020-02-18 00:00:00,E,IN-FORCE,,12
27576,167,8775,125000,2313,2020-03-09 00:00:00,E,IN-FORCE,,1
15369,167,8777,71422.5,2108,2020-01-21 00:00:00,E,IN-FORCE,,1
36180,136,8789,180000,949,2020-06-23 00:00:00,E,IN-FORCE,,1
37700,136,8800,25000,1006,2020-06-25 00:00:00,E,IN-FORCE,,12
38873,136,8837,25000,2286,2020-06-28 00:00:00,E,IN-FORCE,,12
17356,136,8840,454147.5,2146,2020-02-06 00:00:00,E,IN-FORCE,,1
13388,105,8864,50000,2690,2020-06-27 00:00:00,A,IN-FORCE,,12
13700,88,8866,50000,1498,2020-06-26 00:00:00,A,IN-FORCE,,12
12645,88,8878,50000,1561,2020-06-27 00:00:00,A,IN-FORCE,,12
20845,136,8880,90000,1664,2020-02-17 00:00:00,E,IN-FORCE,,12
24083,159,8883,1500000,289,2020-02-19 00:00:00,E,IN-FORCE,,6
10941,105,8899,12500,461,2020-06-15 00:00:00,A,IN-FORCE,,12
18695,167,8906,125000,1960,2020-01-15 00:00:00,E,IN-FORCE,,1
29298,167,8914,1750000,519,2020-03-21 00:00:00,E,IN-FORCE,,1
12511,105,8918,50000,2277,2020-06-24 00:00:00,A,IN-FORCE,,12
25693,119,8921,90000,1295,2020-02-27 00:00:00,E,IN-FORCE,,12
28029,167,8932,25000,2617,2020-03-18 00:00:00,E,IN-FORCE,,1
33564,136,8937,25000,1425,2020-06-03 00:00:00,E,IN-FORCE,,12
24043,167,8947,125000,2713,2020-03-04 00:00:00,E,IN-FORCE,,1
31141,166,8949,250000,1366,2020-05-22 00:00:00,E,IN-FORCE,,1
23468,120,8961,109557.6,1996,2020-02-13 00:00:00,E,IN-FORCE,,12
37105,165,8988,150000,1215,2020-06-17 00:00:00,E,IN-FORCE,,1
17534,159,8989,2337500,1521,2020-01-07 00:00:00,E,IN-FORCE,,12
9707,99,8991,2500000,1372,2020-05-28 00:00:00,A,IN-FORCE,,12
32003,136,9013,687500,1972,2020-05-04 00:00:00,E,IN-FORCE,,12
33125,136,9022,137352.5,2248,2020-05-20 00:00:00,E,IN-FORCE,,1
29976,119,9027,90000.35,916,2020-03-24 00:00:00,E,IN-FORCE,,1
18937,136,9030,50000,674,2020-01-13 00:00:00,E,IN-FORCE,,12
29674,165,9039,462500,434,2020-04-02 00:00:00,E,IN-FORCE,,12
39042,154,9040,1250000,481,2020-06-29 00:00:00,E,IN-FORCE,,1
19808,166,9057,125000,297,2020-02-21 00:00:00,E,LAPSE,,1
34888,165,9061,37500,493,2020-06-16 00:00:00,E,IN-FORCE,,1
21330,167,9062,225000,1153,2020-02-06 00:00:00,E,IN-FORCE,,12
36841,121,9066,48256.8,2604,2020-06-19 00:00:00,E,IN-FORCE,,12
27207,139,9069,500000,1099,2020-03-12 00:00:00,E,IN-FORCE,,1
8434,17,9073,500,2131,2020-05-13 00:00:00,A,IN-FORCE,,1
30210,127,9084,675000,2959,2020-03-31 00:00:00,E,IN-FORCE,,12
36942,165,9106,250000,2305,2020-06-24 00:00:00,E,IN-FORCE,,1
33489,167,9110,250000,1074,2020-05-22 00:00:00,E,IN-FORCE,,1
15812,159,9131,1272222.5,1381,2020-03-30 00:00:00,E,IN-FORCE,,12
33996,167,9139,62500,1724,2020-06-03 00:00:00,E,IN-FORCE,,12
29079,136,9162,67500,1162,2020-03-17 00:00:00,E,IN-FORCE,,1
37663,136,9172,500000,1464,2020-06-25 00:00:00,E,IN-FORCE,,12
5520,3,9183,125000,942,2020-03-24 00:00:00,A,IN-FORCE,,1
18508,166,9193,252500,2800,2020-01-21 00:00:00,E,IN-FORCE,,1
12607,3,9195,125000,1293,2020-06-22 00:00:00,A,IN-FORCE,,1
36959,136,9196,45000,2244,2020-06-23 00:00:00,E,IN-FORCE,,12
38747,121,9207,58681.5,1410,2020-06-24 00:00:00,E,IN-FORCE,,12
20534,136,9218,25000,275,2020-01-23 00:00:00,E,IN-FORCE,,12
6335,6,9220,2500000,393,2020-04-08 00:00:00,A,IN-FORCE,,1
30626,165,9220,250000,1172,2020-04-08 00:00:00,E,IN-FORCE,,12
39574,135,9224,180000,2146,2020-06-27 00:00:00,E,IN-FORCE,,1
18788,119,9226,90000,665,2020-01-14 00:00:00,E,IN-FORCE,,12
6910,2,9229,50000,2113,2020-04-23 00:00:00,A,LAPSE,,1
29906,136,9246,75000,1065,2020-04-22 00:00:00,E,IN-FORCE,,1
6875,35,9247,75000,2819,2020-06-17 00:00:00,A,LAPSE,,1
2663,0,9248,6250,2750,2020-02-10 00:00:00,A,LAPSE,,1
11866,105,9256,39500,2917,2020-06-23 00:00:00,A,IN-FORCE,,12
11867,7,9256,50000,353,2020-06-23 00:00:00,A,IN-FORCE,,12
11868,41,9256,75000,2175,2020-06-23 00:00:00,A,IN-FORCE,,12
38630,136,9271,50000,785,2020-06-25 00:00:00,E,IN-FORCE,,12
27596,136,9273,25000,2683,2020-03-09 00:00:00,E,IN-FORCE,,12
38973,136,9286,400000,1694,2020-06-24 00:00:00,E,IN-FORCE,,1
10356,41,9289,75000,2717,2020-06-10 00:00:00,A,IN-FORCE,,12
3673,3,9295,125000,1467,2020-02-26 00:00:00,A,CANCELED DURING COOLING OFF PERIOD,,1
23948,128,9320,675000,2567,2020-02-28 00:00:00,E,IN-FORCE,,12
1948,3,9335,125000,1123,2020-01-28 00:00:00,A,LAPSE,,1
13505,6,9341,1875000,2059,2020-06-26 00:00:00,A,LAPSE,,1
30533,136,9351,312500,869,2020-06-02 00:00:00,E,IN-FORCE,,12
36738,136,9363,262500,1910,2020-06-15 00:00:00,E,IN-FORCE,,12
19946,128,9365,900000,1329,2020-01-30 00:00:00,E,IN-FORCE,,6
21719,159,9366,2500000,2316,2020-02-14 00:00:00,E,IN-FORCE,,12
36396,136,9370,175000,1238,2020-06-15 00:00:00,E,IN-FORCE,,6
35312,166,9374,250000,1820,2020-06-18 00:00:00,E,LAPSE,,1
24172,120,9375,63333,662,2020-02-20 00:00:00,E,IN-FORCE,,12
37749,167,9379,125000,2798,2020-06-22 00:00:00,E,IN-FORCE,,12
18837,166,9398,250000,2367,2020-01-14 00:00:00,E,IN-FORCE,,12
17676,136,9413,25000,226,2020-01-07 00:00:00,E,IN-FORCE,,12
38967,154,9414,1250000,2848,2020-06-23 00:00:00,E,IN-FORCE,,1
28142,136,9428,1000000,1729,2020-03-14 00:00:00,E,IN-FORCE,,12
21953,165,9433,125000,2188,2020-02-07 00:00:00,E,IN-FORCE,,1
20514,128,9440,630000,2417,2020-02-06 00:00:00,E,IN-FORCE,,12
39497,139,9442,540000,2214,2020-06-29 00:00:00,E,IN-FORCE,,1
19166,136,9447,50000,1080,2020-01-13 00:00:00,E,IN-FORCE,,6
2207,2,9448,50000,2777,2020-01-31 00:00:00,A,IN-FORCE,,1
12637,41,9448,112500,2086,2020-06-22 00:00:00,A,IN-FORCE,,12
31309,167,9450,250000,2927,2020-04-24 00:00:00,E,IN-FORCE,,1
6982,105,9451,12500,2854,2020-04-24 00:00:00,A,IN-FORCE,,12
